,epsilon_value,result,time,network,image,split
9,0.0429,SAT,8.393611669540405,gtsrb_7_1024_fgsm,image_17,test
0,0.1989,SAT,9.145190477371216,gtsrb_7_1024_fgsm,image_84,test
1,0.0974999999999999,SAT,9.089225769042969,gtsrb_7_1024_fgsm,image_84,test
2,0.0467999999999999,SAT,8.333860397338867,gtsrb_7_1024_fgsm,image_84,test
3,0.0195,TIMEOUT,3600.0,gtsrb_7_1024_fgsm,image_84,test
4,0.0233999999999999,TIMEOUT,3600.0,gtsrb_7_1024_fgsm,image_84,test
5,0.0156,TIMEOUT,3600.0,gtsrb_7_1024_fgsm,image_84,test
6,0.0272999999999999,SAT,8.483613014221191,gtsrb_7_1024_fgsm,image_84,test
7,0.0039,UNSAT,10.10658597946167,gtsrb_7_1024_fgsm,image_84,test
8,0.0078,UNSAT,9.997323036193848,gtsrb_7_1024_fgsm,image_84,test
9,0.0116999999999999,TIMEOUT,3600.0,gtsrb_7_1024_fgsm,image_84,test
0,0.1989,SAT,7.264185428619385,gtsrb_7_1024_fgsm,image_19,test
1,0.0974999999999999,SAT,8.906471014022827,gtsrb_7_1024_fgsm,image_19,test
2,0.0467999999999999,SAT,8.377852201461792,gtsrb_7_1024_fgsm,image_19,test
3,0.0195,SAT,7.655991792678833,gtsrb_7_1024_fgsm,image_19,test
4,0.0078,SAT,8.032902479171753,gtsrb_7_1024_fgsm,image_19,test
5,0.0,UNSAT,9.332554817199709,gtsrb_7_1024_fgsm,image_19,test
6,0.0039,UNSAT,11.631528854370115,gtsrb_7_1024_fgsm,image_19,test
0,0.1989,SAT,9.33923077583313,gtsrb_7_1024_fgsm,image_80,test
1,0.0974999999999999,SAT,8.997373819351196,gtsrb_7_1024_fgsm,image_80,test
2,0.0467999999999999,SAT,8.301570415496826,gtsrb_7_1024_fgsm,image_80,test
3,0.0195,SAT,8.463748216629028,gtsrb_7_1024_fgsm,image_80,test
4,0.0078,UNSAT,128.83265495300293,gtsrb_7_1024_fgsm,image_80,test
5,0.0116999999999999,SAT,8.508254766464233,gtsrb_7_1024_fgsm,image_80,test
0,0.1989,SAT,9.242146730422974,gtsrb_7_1024_fgsm,image_13,test
1,0.0974999999999999,SAT,9.07977056503296,gtsrb_7_1024_fgsm,image_13,test
2,0.0467999999999999,TIMEOUT,3600.0,gtsrb_7_1024_fgsm,image_13,test
3,0.0429,TIMEOUT,3600.0,gtsrb_7_1024_fgsm,image_13,test
4,0.0506999999999999,TIMEOUT,3600.0,gtsrb_7_1024_fgsm,image_13,test
5,0.039,TIMEOUT,3600.0,gtsrb_7_1024_fgsm,image_13,test
6,0.0545999999999999,TIMEOUT,3600.0,gtsrb_7_1024_fgsm,image_13,test
7,0.0351,TIMEOUT,3600.0,gtsrb_7_1024_fgsm,image_13,test
8,0.0584999999999999,TIMEOUT,3600.0,gtsrb_7_1024_fgsm,image_13,test
9,0.0312,TIMEOUT,3600.0,gtsrb_7_1024_fgsm,image_13,test
10,0.0624,TIMEOUT,3600.0,gtsrb_7_1024_fgsm,image_13,test
11,0.0272999999999999,UNSAT,2213.908739089966,gtsrb_7_1024_fgsm,image_13,test
12,0.078,SAT,8.612664461135864,gtsrb_7_1024_fgsm,image_13,test
13,0.0702,SAT,8.350721597671509,gtsrb_7_1024_fgsm,image_13,test
14,0.0663,SAT,8.200214385986328,gtsrb_7_1024_fgsm,image_13,test
0,0.1989,SAT,7.673152685165405,gtsrb_7_1024_fgsm,image_21,test
1,0.0974999999999999,SAT,7.2864580154418945,gtsrb_7_1024_fgsm,image_21,test
2,0.0467999999999999,SAT,7.410117864608765,gtsrb_7_1024_fgsm,image_21,test
3,0.0195,SAT,8.051839828491211,gtsrb_7_1024_fgsm,image_21,test
4,0.0078,SAT,8.501275300979614,gtsrb_7_1024_fgsm,image_21,test
5,0.0,UNSAT,8.940301418304443,gtsrb_7_1024_fgsm,image_21,test
6,0.0039,SAT,8.340420961380005,gtsrb_7_1024_fgsm,image_21,test
0,0.1989,SAT,7.440946817398071,gtsrb_7_1024_fgsm,image_56,test
1,0.0974999999999999,SAT,7.770352125167847,gtsrb_7_1024_fgsm,image_56,test
2,0.0467999999999999,SAT,9.133615255355837,gtsrb_7_1024_fgsm,image_56,test
3,0.0195,SAT,8.147531509399414,gtsrb_7_1024_fgsm,image_56,test
4,0.0078,SAT,8.553359508514404,gtsrb_7_1024_fgsm,image_56,test
5,0.0,UNSAT,9.617329120635986,gtsrb_7_1024_fgsm,image_56,test
6,0.0039,TIMEOUT,3600.0,gtsrb_7_1024_fgsm,image_56,test
0,0.1989,SAT,8.28665041923523,gtsrb_7_1024_fgsm,image_99,test
1,0.0974999999999999,SAT,8.466845750808716,gtsrb_7_1024_fgsm,image_99,test
2,0.0467999999999999,SAT,7.863032817840576,gtsrb_7_1024_fgsm,image_99,test
3,0.0195,SAT,7.740223884582519,gtsrb_7_1024_fgsm,image_99,test
4,0.0078,UNSAT,11.70588207244873,gtsrb_7_1024_fgsm,image_99,test
5,0.0116999999999999,TIMEOUT,3600.0,gtsrb_7_1024_fgsm,image_99,test
6,0.0156,SAT,8.23708701133728,gtsrb_7_1024_fgsm,image_99,test
0,0.1989,SAT,9.09178638458252,gtsrb_7_1024_fgsm,image_77,test
1,0.0974999999999999,SAT,9.046040773391724,gtsrb_7_1024_fgsm,image_77,test
2,0.0467999999999999,SAT,9.099630117416382,gtsrb_7_1024_fgsm,image_77,test
3,0.0195,SAT,8.350918769836426,gtsrb_7_1024_fgsm,image_77,test
4,0.0078,TIMEOUT,3600.0,gtsrb_7_1024_fgsm,image_77,test
5,0.0039,UNSAT,10.257798433303831,gtsrb_7_1024_fgsm,image_77,test
6,0.0116999999999999,TIMEOUT,3600.0,gtsrb_7_1024_fgsm,image_77,test
7,0.0156,SAT,8.387396335601807,gtsrb_7_1024_fgsm,image_77,test
0,0.1989,SAT,8.546448469161987,gtsrb_7_1024_fgsm,image_93,test
1,0.0974999999999999,SAT,8.44665241241455,gtsrb_7_1024_fgsm,image_93,test
2,0.0467999999999999,SAT,8.467226505279541,gtsrb_7_1024_fgsm,image_93,test
3,0.0195,SAT,7.644076824188232,gtsrb_7_1024_fgsm,image_93,test
4,0.0078,UNSAT,9.289292335510254,gtsrb_7_1024_fgsm,image_93,test
5,0.0116999999999999,UNSAT,85.32746362686157,gtsrb_7_1024_fgsm,image_93,test
6,0.0156,SAT,7.711257219314575,gtsrb_7_1024_fgsm,image_93,test
0,0.1989,SAT,7.692259311676025,gtsrb_7_1024_fgsm,image_32,test
1,0.0974999999999999,SAT,7.746784448623657,gtsrb_7_1024_fgsm,image_32,test
2,0.0467999999999999,SAT,9.232508897781372,gtsrb_7_1024_fgsm,image_32,test
3,0.0195,SAT,8.36500072479248,gtsrb_7_1024_fgsm,image_32,test
4,0.0078,SAT,8.430077075958252,gtsrb_7_1024_fgsm,image_32,test
5,0.0,UNSAT,9.677144289016724,gtsrb_7_1024_fgsm,image_32,test
6,0.0039,SAT,8.376001119613647,gtsrb_7_1024_fgsm,image_32,test
0,0.1989,SAT,9.06002402305603,gtsrb_7_1024_fgsm,image_45,test
1,0.0974999999999999,SAT,9.044267654418944,gtsrb_7_1024_fgsm,image_45,test
2,0.0467999999999999,SAT,9.114256620407104,gtsrb_7_1024_fgsm,image_45,test
3,0.0195,SAT,8.312214374542236,gtsrb_7_1024_fgsm,image_45,test
4,0.0078,TIMEOUT,3600.0,gtsrb_7_1024_fgsm,image_45,test
5,0.0039,UNSAT,10.149877548217772,gtsrb_7_1024_fgsm,image_45,test
6,0.0116999999999999,TIMEOUT,3600.0,gtsrb_7_1024_fgsm,image_45,test
7,0.0156,SAT,8.43002724647522,gtsrb_7_1024_fgsm,image_45,test
0,0.1989,SAT,7.720364809036255,gtsrb_7_1024_fgsm,image_38,test
1,0.0974999999999999,SAT,9.180337190628052,gtsrb_7_1024_fgsm,image_38,test
2,0.0467999999999999,SAT,9.327491998672484,gtsrb_7_1024_fgsm,image_38,test
3,0.0195,SAT,8.509227275848389,gtsrb_7_1024_fgsm,image_38,test
4,0.0078,TIMEOUT,3600.0,gtsrb_7_1024_fgsm,image_38,test
5,0.0039,UNSAT,10.1454975605011,gtsrb_7_1024_fgsm,image_38,test
6,0.0116999999999999,SAT,8.130782842636108,gtsrb_7_1024_fgsm,image_38,test
0,0.1989,SAT,6.734808921813965,gtsrb_7_1024_fgsm,image_42,test
1,0.0974999999999999,SAT,8.340729475021362,gtsrb_7_1024_fgsm,image_42,test
2,0.0467999999999999,SAT,7.538126707077026,gtsrb_7_1024_fgsm,image_42,test
3,0.0195,SAT,7.655023097991943,gtsrb_7_1024_fgsm,image_42,test
4,0.0078,SAT,7.851545333862305,gtsrb_7_1024_fgsm,image_42,test
5,0.0,UNSAT,9.151162147521973,gtsrb_7_1024_fgsm,image_42,test
6,0.0039,UNSAT,9.138574123382568,gtsrb_7_1024_fgsm,image_42,test
0,0.1989,SAT,9.05063533782959,gtsrb_7_1024_fgsm,image_35,test
1,0.0974999999999999,SAT,9.093326568603516,gtsrb_7_1024_fgsm,image_35,test
2,0.0467999999999999,SAT,8.4272940158844,gtsrb_7_1024_fgsm,image_35,test
3,0.0195,TIMEOUT,3600.0,gtsrb_7_1024_fgsm,image_35,test
4,0.0233999999999999,TIMEOUT,3600.0,gtsrb_7_1024_fgsm,image_35,test
5,0.0156,TIMEOUT,3600.0,gtsrb_7_1024_fgsm,image_35,test
6,0.0272999999999999,TIMEOUT,3600.0,gtsrb_7_1024_fgsm,image_35,test
7,0.0116999999999999,UNSAT,22.94979047775269,gtsrb_7_1024_fgsm,image_35,test
8,0.0351,SAT,8.260571718215942,gtsrb_7_1024_fgsm,image_35,test
9,0.0312,SAT,8.357232093811035,gtsrb_7_1024_fgsm,image_35,test
0,0.1989,SAT,7.771793842315674,gtsrb_7_1024_fgsm,image_48,test
1,0.0974999999999999,SAT,9.072913646697998,gtsrb_7_1024_fgsm,image_48,test
2,0.0467999999999999,SAT,9.093971014022827,gtsrb_7_1024_fgsm,image_48,test
3,0.0195,SAT,8.4844651222229,gtsrb_7_1024_fgsm,image_48,test
4,0.0078,TIMEOUT,3600.0,gtsrb_7_1024_fgsm,image_48,test
5,0.0039,UNSAT,56.0868616104126,gtsrb_7_1024_fgsm,image_48,test
6,0.0116999999999999,SAT,8.44310975074768,gtsrb_7_1024_fgsm,image_48,test
0,0.1989,SAT,7.441417455673218,gtsrb_7_1024_fgsm,image_1,test
1,0.0974999999999999,SAT,7.889104843139648,gtsrb_7_1024_fgsm,image_1,test
2,0.0467999999999999,SAT,7.809167385101318,gtsrb_7_1024_fgsm,image_1,test
3,0.0195,SAT,7.7159423828125,gtsrb_7_1024_fgsm,image_1,test
4,0.0078,SAT,8.303144931793213,gtsrb_7_1024_fgsm,image_1,test
5,0.0,UNSAT,9.744843244552612,gtsrb_7_1024_fgsm,image_1,test
6,0.0039,SAT,8.418853282928467,gtsrb_7_1024_fgsm,image_1,test
0,0.1989,SAT,7.666792154312134,gtsrb_7_1024_fgsm,image_70,test
1,0.0974999999999999,SAT,9.051070928573608,gtsrb_7_1024_fgsm,image_70,test
2,0.0467999999999999,SAT,9.184160947799684,gtsrb_7_1024_fgsm,image_70,test
3,0.0195,SAT,8.29677700996399,gtsrb_7_1024_fgsm,image_70,test
4,0.0078,TIMEOUT,3600.0,gtsrb_7_1024_fgsm,image_70,test
5,0.0039,UNSAT,80.07559537887573,gtsrb_7_1024_fgsm,image_70,test
6,0.0116999999999999,SAT,8.377651929855347,gtsrb_7_1024_fgsm,image_70,test
0,0.1989,SAT,7.68071174621582,gtsrb_7_1024_fgsm,image_94,test
1,0.0974999999999999,SAT,7.711327791213989,gtsrb_7_1024_fgsm,image_94,test
2,0.0467999999999999,SAT,8.28067660331726,gtsrb_7_1024_fgsm,image_94,test
3,0.0195,SAT,8.327013969421387,gtsrb_7_1024_fgsm,image_94,test
4,0.0078,SAT,8.394783020019531,gtsrb_7_1024_fgsm,image_94,test
5,0.0,UNSAT,9.740846872329712,gtsrb_7_1024_fgsm,image_94,test
6,0.0039,SAT,8.11836314201355,gtsrb_7_1024_fgsm,image_94,test
0,0.1989,SAT,8.98392915725708,gtsrb_7_1024_fgsm,image_51,test
1,0.0974999999999999,SAT,8.392133712768555,gtsrb_7_1024_fgsm,image_51,test
2,0.0467999999999999,SAT,7.491084337234497,gtsrb_7_1024_fgsm,image_51,test
3,0.0195,SAT,7.817883491516113,gtsrb_7_1024_fgsm,image_51,test
4,0.0078,UNSAT,25.010481119155884,gtsrb_7_1024_fgsm,image_51,test
5,0.0116999999999999,TIMEOUT,3600.0,gtsrb_7_1024_fgsm,image_51,test
6,0.0156,SAT,8.031397104263306,gtsrb_7_1024_fgsm,image_51,test
0,0.1989,SAT,9.22020411491394,gtsrb_7_1024_fgsm,image_26,test
1,0.0974999999999999,SAT,9.072742462158203,gtsrb_7_1024_fgsm,image_26,test
2,0.0467999999999999,SAT,8.266910076141357,gtsrb_7_1024_fgsm,image_26,test
3,0.0195,TIMEOUT,3600.0,gtsrb_7_1024_fgsm,image_26,test
4,0.0233999999999999,TIMEOUT,3600.0,gtsrb_7_1024_fgsm,image_26,test
5,0.0156,TIMEOUT,3600.0,gtsrb_7_1024_fgsm,image_26,test
6,0.0272999999999999,SAT,8.549435377120972,gtsrb_7_1024_fgsm,image_26,test
7,0.0039,UNSAT,10.050119161605837,gtsrb_7_1024_fgsm,image_26,test
8,0.0078,UNSAT,9.798903703689575,gtsrb_7_1024_fgsm,image_26,test
9,0.0116999999999999,UNSAT,9.96573257446289,gtsrb_7_1024_fgsm,image_26,test
0,0.1989,SAT,7.965925455093384,gtsrb_7_1024_fgsm,image_87,test
1,0.0974999999999999,SAT,7.702666282653809,gtsrb_7_1024_fgsm,image_87,test
2,0.0467999999999999,SAT,7.752040863037109,gtsrb_7_1024_fgsm,image_87,test
3,0.0195,SAT,8.246885061264038,gtsrb_7_1024_fgsm,image_87,test
4,0.0078,SAT,8.285583734512329,gtsrb_7_1024_fgsm,image_87,test
5,0.0,UNSAT,9.94213080406189,gtsrb_7_1024_fgsm,image_87,test
6,0.0039,SAT,8.326891899108887,gtsrb_7_1024_fgsm,image_87,test
0,0.1989,SAT,7.733266592025757,gtsrb_7_1024_fgsm,image_69,test
1,0.0974999999999999,SAT,7.810225009918213,gtsrb_7_1024_fgsm,image_69,test
2,0.0467999999999999,SAT,9.120327711105348,gtsrb_7_1024_fgsm,image_69,test
3,0.0195,SAT,8.304007768630981,gtsrb_7_1024_fgsm,image_69,test
4,0.0078,SAT,8.305186748504639,gtsrb_7_1024_fgsm,image_69,test
5,0.0,UNSAT,9.907478094100952,gtsrb_7_1024_fgsm,image_69,test
6,0.0039,SAT,8.244096994400024,gtsrb_7_1024_fgsm,image_69,test
0,0.1989,SAT,7.809297561645508,gtsrb_7_1024_fgsm,image_14,test
1,0.0974999999999999,SAT,9.12059736251831,gtsrb_7_1024_fgsm,image_14,test
2,0.0467999999999999,SAT,8.9729642868042,gtsrb_7_1024_fgsm,image_14,test
3,0.0195,SAT,8.256322622299194,gtsrb_7_1024_fgsm,image_14,test
4,0.0078,SAT,8.30823278427124,gtsrb_7_1024_fgsm,image_14,test
5,0.0,UNSAT,9.911776781082152,gtsrb_7_1024_fgsm,image_14,test
6,0.0039,TIMEOUT,3600.0,gtsrb_7_1024_fgsm,image_14,test
0,0.1989,SAT,7.643938064575195,gtsrb_7_1024_fgsm,image_63,test
1,0.0974999999999999,SAT,7.648955345153809,gtsrb_7_1024_fgsm,image_63,test
2,0.0467999999999999,SAT,8.337925910949707,gtsrb_7_1024_fgsm,image_63,test
3,0.0195,SAT,8.581574201583862,gtsrb_7_1024_fgsm,image_63,test
4,0.0078,SAT,8.24884033203125,gtsrb_7_1024_fgsm,image_63,test
5,0.0,UNSAT,9.912627696990969,gtsrb_7_1024_fgsm,image_63,test
6,0.0039,SAT,8.322412014007568,gtsrb_7_1024_fgsm,image_63,test
0,0.1989,SAT,8.376539707183838,gtsrb_cnn_deep_game_standard,image_59,test
1,0.0974999999999999,SAT,8.283491611480713,gtsrb_cnn_deep_game_standard,image_59,test
2,0.0467999999999999,SAT,7.806484460830688,gtsrb_cnn_deep_game_standard,image_59,test
3,0.0195,SAT,7.906446218490601,gtsrb_cnn_deep_game_standard,image_59,test
4,0.0078,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_59,test
5,0.0039,UNSAT,9.516160488128662,gtsrb_cnn_deep_game_standard,image_59,test
6,0.0116999999999999,SAT,8.18111777305603,gtsrb_cnn_deep_game_standard,image_59,test
0,0.1989,SAT,9.298925161361694,gtsrb_cnn_deep_game_standard,image_53,test
1,0.0974999999999999,SAT,9.115049362182615,gtsrb_cnn_deep_game_standard,image_53,test
2,0.0467999999999999,SAT,8.296983480453491,gtsrb_cnn_deep_game_standard,image_53,test
3,0.0195,SAT,8.280543565750122,gtsrb_cnn_deep_game_standard,image_53,test
4,0.0078,UNSAT,49.20608377456665,gtsrb_cnn_deep_game_standard,image_53,test
5,0.0116999999999999,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_53,test
6,0.0156,SAT,8.346078395843506,gtsrb_cnn_deep_game_standard,image_53,test
0,0.1989,SAT,9.118172407150269,gtsrb_cnn_deep_game_standard,image_24,test
1,0.0974999999999999,SAT,9.047750234603882,gtsrb_cnn_deep_game_standard,image_24,test
2,0.0467999999999999,SAT,8.521115064620972,gtsrb_cnn_deep_game_standard,image_24,test
3,0.0195,SAT,8.341612100601196,gtsrb_cnn_deep_game_standard,image_24,test
4,0.0078,UNSAT,10.004611492156982,gtsrb_cnn_deep_game_standard,image_24,test
5,0.0116999999999999,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_24,test
6,0.0156,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_24,test
0,0.1989,SAT,8.209717035293579,gtsrb_cnn_deep_game_standard,image_85,test
1,0.0974999999999999,SAT,8.399028301239014,gtsrb_cnn_deep_game_standard,image_85,test
2,0.0467999999999999,SAT,7.829298257827759,gtsrb_cnn_deep_game_standard,image_85,test
3,0.0195,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_85,test
4,0.0233999999999999,SAT,8.021574974060059,gtsrb_cnn_deep_game_standard,image_85,test
5,0.0078,UNSAT,9.241009950637816,gtsrb_cnn_deep_game_standard,image_85,test
6,0.0116999999999999,UNSAT,93.56282496452332,gtsrb_cnn_deep_game_standard,image_85,test
7,0.0156,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_85,test
0,0.1989,SAT,7.895521402359009,gtsrb_cnn_deep_game_standard,image_61,test
1,0.0974999999999999,SAT,7.769121170043945,gtsrb_cnn_deep_game_standard,image_61,test
2,0.0467999999999999,SAT,9.185883522033691,gtsrb_cnn_deep_game_standard,image_61,test
3,0.0195,SAT,8.319687843322754,gtsrb_cnn_deep_game_standard,image_61,test
4,0.0078,SAT,8.235339879989624,gtsrb_cnn_deep_game_standard,image_61,test
5,0.0,UNSAT,9.766206502914429,gtsrb_cnn_deep_game_standard,image_61,test
6,0.0039,SAT,8.233062028884888,gtsrb_cnn_deep_game_standard,image_61,test
0,0.1989,SAT,9.287660360336304,gtsrb_cnn_deep_game_standard,image_9,test
1,0.0974999999999999,SAT,8.30443525314331,gtsrb_cnn_deep_game_standard,image_9,test
2,0.0467999999999999,SAT,8.293126344680786,gtsrb_cnn_deep_game_standard,image_9,test
3,0.0195,SAT,8.25293493270874,gtsrb_cnn_deep_game_standard,image_9,test
4,0.0078,UNSAT,10.000630378723145,gtsrb_cnn_deep_game_standard,image_9,test
5,0.0116999999999999,UNSAT,12.31020164489746,gtsrb_cnn_deep_game_standard,image_9,test
6,0.0156,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_9,test
0,0.1989,SAT,9.20148992538452,gtsrb_cnn_deep_game_standard,image_37,test
1,0.0974999999999999,SAT,8.155134677886963,gtsrb_cnn_deep_game_standard,image_37,test
2,0.0467999999999999,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_37,test
3,0.0429,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_37,test
4,0.0506999999999999,SAT,8.502665042877197,gtsrb_cnn_deep_game_standard,image_37,test
5,0.0195,UNSAT,10.098475933074951,gtsrb_cnn_deep_game_standard,image_37,test
6,0.0312,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_37,test
7,0.0272999999999999,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_37,test
8,0.0351,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_37,test
9,0.0233999999999999,UNSAT,166.77250051498413,gtsrb_cnn_deep_game_standard,image_37,test
10,0.039,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_37,test
0,0.1989,SAT,6.852068185806274,gtsrb_cnn_deep_game_standard,image_72,test
1,0.0974999999999999,SAT,7.194288492202759,gtsrb_cnn_deep_game_standard,image_72,test
2,0.0467999999999999,SAT,7.461300134658813,gtsrb_cnn_deep_game_standard,image_72,test
3,0.0195,SAT,8.283875226974487,gtsrb_cnn_deep_game_standard,image_72,test
4,0.0078,SAT,7.713205575942993,gtsrb_cnn_deep_game_standard,image_72,test
5,0.0,UNSAT,9.29586100578308,gtsrb_cnn_deep_game_standard,image_72,test
6,0.0039,SAT,7.935009241104126,gtsrb_cnn_deep_game_standard,image_72,test
0,0.1989,SAT,9.170886754989624,gtsrb_cnn_deep_game_standard,image_78,test
1,0.0974999999999999,SAT,9.121094703674316,gtsrb_cnn_deep_game_standard,image_78,test
2,0.0467999999999999,SAT,9.13087272644043,gtsrb_cnn_deep_game_standard,image_78,test
3,0.0195,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_78,test
4,0.0233999999999999,SAT,8.4874587059021,gtsrb_cnn_deep_game_standard,image_78,test
5,0.0078,UNSAT,10.070376873016356,gtsrb_cnn_deep_game_standard,image_78,test
6,0.0116999999999999,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_78,test
7,0.0156,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_78,test
0,0.1989,SAT,8.566852807998657,gtsrb_cnn_deep_game_standard,image_96,test
1,0.0974999999999999,SAT,8.415014028549194,gtsrb_cnn_deep_game_standard,image_96,test
2,0.0467999999999999,SAT,7.442164182662964,gtsrb_cnn_deep_game_standard,image_96,test
3,0.0195,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_96,test
4,0.0233999999999999,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_96,test
5,0.0156,UNSAT,37.23279333114624,gtsrb_cnn_deep_game_standard,image_96,test
6,0.0351,SAT,7.48672890663147,gtsrb_cnn_deep_game_standard,image_96,test
7,0.0272999999999999,SAT,7.836771011352539,gtsrb_cnn_deep_game_standard,image_96,test
0,0.1989,SAT,9.350341796875,gtsrb_cnn_deep_game_standard,image_91,test
1,0.0974999999999999,SAT,8.947146654129028,gtsrb_cnn_deep_game_standard,image_91,test
2,0.0467999999999999,SAT,8.465548038482666,gtsrb_cnn_deep_game_standard,image_91,test
3,0.0195,SAT,8.344633102416992,gtsrb_cnn_deep_game_standard,image_91,test
4,0.0078,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_91,test
5,0.0039,UNSAT,10.394294738769531,gtsrb_cnn_deep_game_standard,image_91,test
6,0.0116999999999999,SAT,8.284497022628784,gtsrb_cnn_deep_game_standard,image_91,test
0,0.1989,SAT,9.131163597106934,gtsrb_cnn_deep_game_standard,image_30,test
1,0.0974999999999999,SAT,9.029917001724243,gtsrb_cnn_deep_game_standard,image_30,test
2,0.0467999999999999,SAT,8.224536180496216,gtsrb_cnn_deep_game_standard,image_30,test
3,0.0195,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_30,test
4,0.0233999999999999,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_30,test
5,0.0156,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_30,test
6,0.0272999999999999,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_30,test
7,0.0116999999999999,UNSAT,10.24643063545227,gtsrb_cnn_deep_game_standard,image_30,test
8,0.0351,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_30,test
9,0.039,SAT,8.391778945922852,gtsrb_cnn_deep_game_standard,image_30,test
10,0.0312,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_30,test
0,0.1989,SAT,7.867062568664551,gtsrb_cnn_deep_game_standard,image_47,test
1,0.0974999999999999,SAT,8.37636947631836,gtsrb_cnn_deep_game_standard,image_47,test
2,0.0467999999999999,SAT,8.407995700836182,gtsrb_cnn_deep_game_standard,image_47,test
3,0.0195,SAT,7.559545040130615,gtsrb_cnn_deep_game_standard,image_47,test
4,0.0078,SAT,7.7750303745269775,gtsrb_cnn_deep_game_standard,image_47,test
5,0.0,UNSAT,9.25012731552124,gtsrb_cnn_deep_game_standard,image_47,test
6,0.0039,UNSAT,1830.543372869492,gtsrb_cnn_deep_game_standard,image_47,test
0,0.1989,SAT,9.016509056091309,gtsrb_cnn_deep_game_standard,image_82,test
1,0.0974999999999999,SAT,9.216980457305908,gtsrb_cnn_deep_game_standard,image_82,test
2,0.0467999999999999,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_82,test
3,0.0429,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_82,test
4,0.0506999999999999,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_82,test
5,0.039,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_82,test
6,0.0545999999999999,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_82,test
7,0.0351,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_82,test
8,0.0584999999999999,SAT,8.551873683929443,gtsrb_cnn_deep_game_standard,image_82,test
9,0.0156,UNSAT,10.067466735839844,gtsrb_cnn_deep_game_standard,image_82,test
10,0.0233999999999999,UNSAT,1070.7747864723206,gtsrb_cnn_deep_game_standard,image_82,test
11,0.0272999999999999,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_82,test
12,0.0312,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_82,test
0,0.1989,SAT,9.08087921142578,gtsrb_cnn_deep_game_standard,image_66,test
1,0.0974999999999999,SAT,9.122150659561155,gtsrb_cnn_deep_game_standard,image_66,test
2,0.0467999999999999,SAT,8.354486465454102,gtsrb_cnn_deep_game_standard,image_66,test
3,0.0195,SAT,8.46778154373169,gtsrb_cnn_deep_game_standard,image_66,test
4,0.0078,UNSAT,9.990237951278688,gtsrb_cnn_deep_game_standard,image_66,test
5,0.0116999999999999,UNSAT,21.80797576904297,gtsrb_cnn_deep_game_standard,image_66,test
6,0.0156,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_66,test
0,0.1989,SAT,9.253823041915894,gtsrb_cnn_deep_game_standard,image_11,test
1,0.0974999999999999,SAT,8.297072172164917,gtsrb_cnn_deep_game_standard,image_11,test
2,0.0467999999999999,SAT,8.318851232528687,gtsrb_cnn_deep_game_standard,image_11,test
3,0.0195,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_11,test
4,0.0233999999999999,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_11,test
5,0.0156,TIMEOUT,3600.0,gtsrb_cnn_deep_game_standard,image_11,test
6,0.0272999999999999,SAT,8.425432920455933,gtsrb_cnn_deep_game_standard,image_11,test
7,0.0039,UNSAT,10.013536214828491,gtsrb_cnn_deep_game_standard,image_11,test
8,0.0078,UNSAT,9.982158660888672,gtsrb_cnn_deep_game_standard,image_11,test
