,epsilon_value,result,time,network,image,split
1,0.0974999999999999,SAT,8.747451782226562,gtsrb_7_1024_pgd,image_10,train
2,0.0467999999999999,SAT,8.35701060295105,gtsrb_7_1024_pgd,image_10,train
3,0.0195,SAT,8.338348388671875,gtsrb_7_1024_pgd,image_10,train
4,0.0078,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_10,train
5,0.0039,UNSAT,9.933555603027344,gtsrb_7_1024_pgd,image_10,train
6,0.0116999999999999,SAT,7.914767742156982,gtsrb_7_1024_pgd,image_10,train
0,0.1989,SAT,7.296657562255859,gtsrb_7_1024_pgd,image_67,train
1,0.0974999999999999,SAT,8.635478734970093,gtsrb_7_1024_pgd,image_67,train
2,0.0467999999999999,SAT,7.604825258255005,gtsrb_7_1024_pgd,image_67,train
3,0.0195,SAT,7.842359781265259,gtsrb_7_1024_pgd,image_67,train
4,0.0078,SAT,8.0205078125,gtsrb_7_1024_pgd,image_67,train
5,0.0,UNSAT,9.250430345535278,gtsrb_7_1024_pgd,image_67,train
6,0.0039,UNSAT,25.02044367790222,gtsrb_7_1024_pgd,image_67,train
0,0.1989,SAT,7.691217184066772,gtsrb_7_1024_pgd,image_28,train
1,0.0974999999999999,SAT,9.260123491287231,gtsrb_7_1024_pgd,image_28,train
2,0.0467999999999999,SAT,8.30074954032898,gtsrb_7_1024_pgd,image_28,train
3,0.0195,SAT,8.436147451400757,gtsrb_7_1024_pgd,image_28,train
4,0.0078,SAT,8.308985948562622,gtsrb_7_1024_pgd,image_28,train
5,0.0,UNSAT,9.68455195426941,gtsrb_7_1024_pgd,image_28,train
6,0.0039,UNSAT,216.246865272522,gtsrb_7_1024_pgd,image_28,train
0,0.1989,SAT,9.24038028717041,gtsrb_7_1024_pgd,image_55,train
1,0.0974999999999999,SAT,9.075440168380736,gtsrb_7_1024_pgd,image_55,train
2,0.0467999999999999,SAT,8.790876865386963,gtsrb_7_1024_pgd,image_55,train
3,0.0195,SAT,8.307798385620117,gtsrb_7_1024_pgd,image_55,train
4,0.0078,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_55,train
5,0.0039,UNSAT,10.17070746421814,gtsrb_7_1024_pgd,image_55,train
6,0.0116999999999999,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_55,train
7,0.0156,SAT,8.528419256210327,gtsrb_7_1024_pgd,image_55,train
0,0.1989,SAT,9.293257236480711,gtsrb_7_1024_pgd,image_22,train
1,0.0974999999999999,SAT,8.156261444091797,gtsrb_7_1024_pgd,image_22,train
2,0.0467999999999999,SAT,8.411726951599121,gtsrb_7_1024_pgd,image_22,train
3,0.0195,UNSAT,22.11954498291016,gtsrb_7_1024_pgd,image_22,train
4,0.0312,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_22,train
5,0.0351,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_22,train
6,0.0272999999999999,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_22,train
7,0.039,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_22,train
8,0.0233999999999999,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_22,train
9,0.0429,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_22,train
0,0.1989,SAT,8.538316488265991,gtsrb_7_1024_pgd,image_58,train
1,0.0974999999999999,SAT,7.297457933425903,gtsrb_7_1024_pgd,image_58,train
2,0.0467999999999999,SAT,8.372082948684692,gtsrb_7_1024_pgd,image_58,train
3,0.0195,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_58,train
4,0.0233999999999999,SAT,8.229604244232178,gtsrb_7_1024_pgd,image_58,train
5,0.0078,UNSAT,9.188889503479004,gtsrb_7_1024_pgd,image_58,train
6,0.0116999999999999,UNSAT,27.16415500640869,gtsrb_7_1024_pgd,image_58,train
7,0.0156,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_58,train
0,0.1989,SAT,8.535601377487183,gtsrb_7_1024_pgd,image_25,train
1,0.0974999999999999,SAT,8.507672548294067,gtsrb_7_1024_pgd,image_25,train
2,0.0467999999999999,SAT,7.722014665603638,gtsrb_7_1024_pgd,image_25,train
3,0.0195,SAT,7.863960742950439,gtsrb_7_1024_pgd,image_25,train
4,0.0078,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_25,train
5,0.0039,UNSAT,9.6820707321167,gtsrb_7_1024_pgd,image_25,train
6,0.0116999999999999,SAT,7.642564535140991,gtsrb_7_1024_pgd,image_25,train
0,0.1989,SAT,9.287249565124512,gtsrb_7_1024_pgd,image_52,train
1,0.0974999999999999,SAT,9.043456077575684,gtsrb_7_1024_pgd,image_52,train
2,0.0467999999999999,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_52,train
3,0.0429,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_52,train
4,0.0506999999999999,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_52,train
5,0.039,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_52,train
6,0.0545999999999999,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_52,train
7,0.0351,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_52,train
8,0.0584999999999999,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_52,train
9,0.0312,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_52,train
10,0.0624,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_52,train
11,0.0272999999999999,UNSAT,22.25660729408264,gtsrb_7_1024_pgd,image_52,train
12,0.078,SAT,8.98182201385498,gtsrb_7_1024_pgd,image_52,train
13,0.0702,SAT,8.988335847854614,gtsrb_7_1024_pgd,image_52,train
14,0.0663,SAT,9.129822969436646,gtsrb_7_1024_pgd,image_52,train
0,0.1989,SAT,8.48971438407898,gtsrb_7_1024_pgd,image_84,train
1,0.0974999999999999,SAT,7.709773063659668,gtsrb_7_1024_pgd,image_84,train
2,0.0467999999999999,SAT,7.592558622360229,gtsrb_7_1024_pgd,image_84,train
3,0.0195,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_84,train
4,0.0233999999999999,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_84,train
5,0.0156,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_84,train
6,0.0272999999999999,SAT,8.063431978225708,gtsrb_7_1024_pgd,image_84,train
7,0.0039,UNSAT,9.550341367721558,gtsrb_7_1024_pgd,image_84,train
8,0.0078,UNSAT,9.07591438293457,gtsrb_7_1024_pgd,image_84,train
9,0.0116999999999999,UNSAT,39.08088088035584,gtsrb_7_1024_pgd,image_84,train
0,0.1989,SAT,7.638611316680908,gtsrb_7_1024_pgd,image_60,train
1,0.0974999999999999,SAT,9.24759578704834,gtsrb_7_1024_pgd,image_60,train
2,0.0467999999999999,SAT,8.319034814834595,gtsrb_7_1024_pgd,image_60,train
3,0.0195,SAT,8.448991298675537,gtsrb_7_1024_pgd,image_60,train
4,0.0078,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_60,train
5,0.0039,UNSAT,12.333264827728271,gtsrb_7_1024_pgd,image_60,train
6,0.0116999999999999,SAT,8.247638702392578,gtsrb_7_1024_pgd,image_60,train
0,0.1989,SAT,9.196199893951416,gtsrb_7_1024_pgd,image_17,train
1,0.0974999999999999,SAT,8.446426153182983,gtsrb_7_1024_pgd,image_17,train
2,0.0467999999999999,SAT,8.559555292129517,gtsrb_7_1024_pgd,image_17,train
3,0.0195,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_17,train
4,0.0233999999999999,SAT,8.528385639190674,gtsrb_7_1024_pgd,image_17,train
5,0.0078,UNSAT,10.099781513214111,gtsrb_7_1024_pgd,image_17,train
6,0.0116999999999999,UNSAT,25.226402044296265,gtsrb_7_1024_pgd,image_17,train
7,0.0156,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_17,train
0,0.1989,SAT,7.68406081199646,gtsrb_7_1024_pgd,image_5,train
1,0.0974999999999999,SAT,7.774687767028809,gtsrb_7_1024_pgd,image_5,train
2,0.0467999999999999,SAT,8.29820966720581,gtsrb_7_1024_pgd,image_5,train
3,0.0195,SAT,8.327353954315186,gtsrb_7_1024_pgd,image_5,train
4,0.0078,SAT,8.454058170318604,gtsrb_7_1024_pgd,image_5,train
5,0.0,UNSAT,9.663622617721558,gtsrb_7_1024_pgd,image_5,train
6,0.0039,SAT,8.310533285140991,gtsrb_7_1024_pgd,image_5,train
0,0.1989,SAT,9.095227718353271,gtsrb_7_1024_pgd,image_36,train
1,0.0974999999999999,SAT,8.97838544845581,gtsrb_7_1024_pgd,image_36,train
2,0.0467999999999999,SAT,8.377078533172607,gtsrb_7_1024_pgd,image_36,train
3,0.0195,SAT,8.416131973266602,gtsrb_7_1024_pgd,image_36,train
4,0.0078,UNSAT,10.006585121154783,gtsrb_7_1024_pgd,image_36,train
5,0.0116999999999999,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_36,train
6,0.0156,SAT,8.325856685638428,gtsrb_7_1024_pgd,image_36,train
0,0.1989,SAT,7.6802873611450195,gtsrb_7_1024_pgd,image_41,train
1,0.0974999999999999,SAT,9.070700883865356,gtsrb_7_1024_pgd,image_41,train
2,0.0467999999999999,SAT,9.1705219745636,gtsrb_7_1024_pgd,image_41,train
3,0.0195,SAT,8.316237926483154,gtsrb_7_1024_pgd,image_41,train
4,0.0078,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_41,train
5,0.0039,UNSAT,10.274466276168823,gtsrb_7_1024_pgd,image_41,train
6,0.0116999999999999,SAT,8.094613075256348,gtsrb_7_1024_pgd,image_41,train
0,0.1989,SAT,7.76287579536438,gtsrb_7_1024_pgd,image_73,train
1,0.0974999999999999,SAT,9.356045961380005,gtsrb_7_1024_pgd,image_73,train
2,0.0467999999999999,SAT,8.26917314529419,gtsrb_7_1024_pgd,image_73,train
3,0.0195,SAT,8.320573091506958,gtsrb_7_1024_pgd,image_73,train
4,0.0078,SAT,8.319525003433228,gtsrb_7_1024_pgd,image_73,train
5,0.0,UNSAT,9.757003545761108,gtsrb_7_1024_pgd,image_73,train
6,0.0039,UNSAT,22.02651596069336,gtsrb_7_1024_pgd,image_73,train
0,0.1989,SAT,9.072733163833618,gtsrb_7_1024_pgd,image_97,train
1,0.0974999999999999,SAT,9.110485076904297,gtsrb_7_1024_pgd,image_97,train
2,0.0467999999999999,SAT,8.479692935943604,gtsrb_7_1024_pgd,image_97,train
3,0.0195,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_97,train
4,0.0233999999999999,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_97,train
5,0.0156,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_97,train
6,0.0272999999999999,SAT,8.538199186325073,gtsrb_7_1024_pgd,image_97,train
7,0.0039,UNSAT,10.04546308517456,gtsrb_7_1024_pgd,image_97,train
8,0.0078,UNSAT,10.032254695892334,gtsrb_7_1024_pgd,image_97,train
9,0.0116999999999999,UNSAT,29.578071355819706,gtsrb_7_1024_pgd,image_97,train
0,0.1989,SAT,9.234184980392456,gtsrb_7_1024_pgd,image_79,train
1,0.0974999999999999,SAT,7.839539527893066,gtsrb_7_1024_pgd,image_79,train
2,0.0467999999999999,SAT,7.683238744735718,gtsrb_7_1024_pgd,image_79,train
3,0.0195,SAT,8.039969205856323,gtsrb_7_1024_pgd,image_79,train
4,0.0078,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_79,train
5,0.0039,UNSAT,9.44881272315979,gtsrb_7_1024_pgd,image_79,train
6,0.0116999999999999,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_79,train
7,0.0156,SAT,7.96307373046875,gtsrb_7_1024_pgd,image_79,train
0,0.1989,SAT,7.271394968032837,gtsrb_7_1024_pgd,image_93,train
1,0.0974999999999999,SAT,8.81952691078186,gtsrb_7_1024_pgd,image_93,train
2,0.0467999999999999,SAT,8.30983853340149,gtsrb_7_1024_pgd,image_93,train
3,0.0195,SAT,7.69776439666748,gtsrb_7_1024_pgd,image_93,train
4,0.0078,SAT,7.542200326919556,gtsrb_7_1024_pgd,image_93,train
5,0.0,UNSAT,8.807633876800537,gtsrb_7_1024_pgd,image_93,train
6,0.0039,UNSAT,442.060996055603,gtsrb_7_1024_pgd,image_93,train
0,0.1989,SAT,7.942296743392944,gtsrb_7_1024_pgd,image_77,train
1,0.0974999999999999,SAT,7.785415410995483,gtsrb_7_1024_pgd,image_77,train
2,0.0467999999999999,SAT,9.167590141296388,gtsrb_7_1024_pgd,image_77,train
3,0.0195,SAT,8.19059133529663,gtsrb_7_1024_pgd,image_77,train
4,0.0078,SAT,8.30540156364441,gtsrb_7_1024_pgd,image_77,train
5,0.0,UNSAT,9.861067056655884,gtsrb_7_1024_pgd,image_77,train
6,0.0039,SAT,8.206155776977539,gtsrb_7_1024_pgd,image_77,train
0,0.1989,SAT,7.718687534332275,gtsrb_7_1024_pgd,image_99,train
1,0.0974999999999999,SAT,7.811576128005981,gtsrb_7_1024_pgd,image_99,train
2,0.0467999999999999,SAT,8.39841628074646,gtsrb_7_1024_pgd,image_99,train
3,0.0195,SAT,8.42496943473816,gtsrb_7_1024_pgd,image_99,train
4,0.0078,SAT,8.524347305297852,gtsrb_7_1024_pgd,image_99,train
5,0.0,UNSAT,9.905155181884766,gtsrb_7_1024_pgd,image_99,train
6,0.0039,SAT,8.377167701721191,gtsrb_7_1024_pgd,image_99,train
0,0.1989,SAT,7.85355806350708,gtsrb_7_1024_pgd,image_38,train
1,0.0974999999999999,SAT,7.8281474113464355,gtsrb_7_1024_pgd,image_38,train
2,0.0467999999999999,SAT,9.11035943031311,gtsrb_7_1024_pgd,image_38,train
3,0.0195,SAT,8.256502151489258,gtsrb_7_1024_pgd,image_38,train
4,0.0078,SAT,8.317726373672485,gtsrb_7_1024_pgd,image_38,train
5,0.0,UNSAT,9.77198052406311,gtsrb_7_1024_pgd,image_38,train
6,0.0039,SAT,8.3189058303833,gtsrb_7_1024_pgd,image_38,train
0,0.1989,SAT,7.865416049957275,gtsrb_7_1024_pgd,image_32,train
1,0.0974999999999999,SAT,7.687975168228149,gtsrb_7_1024_pgd,image_32,train
2,0.0467999999999999,SAT,9.057974815368652,gtsrb_7_1024_pgd,image_32,train
3,0.0195,SAT,8.22804307937622,gtsrb_7_1024_pgd,image_32,train
4,0.0078,SAT,8.143043041229248,gtsrb_7_1024_pgd,image_32,train
5,0.0,UNSAT,9.895471811294556,gtsrb_7_1024_pgd,image_32,train
6,0.0039,SAT,8.262909412384033,gtsrb_7_1024_pgd,image_32,train
0,0.1989,SAT,7.680042505264282,gtsrb_7_1024_pgd,image_45,train
1,0.0974999999999999,SAT,9.12749719619751,gtsrb_7_1024_pgd,image_45,train
2,0.0467999999999999,SAT,9.19071626663208,gtsrb_7_1024_pgd,image_45,train
3,0.0195,SAT,8.08238673210144,gtsrb_7_1024_pgd,image_45,train
4,0.0078,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_45,train
5,0.0039,UNSAT,10.1559739112854,gtsrb_7_1024_pgd,image_45,train
6,0.0116999999999999,SAT,8.29474425315857,gtsrb_7_1024_pgd,image_45,train
0,0.1989,SAT,8.588957071304321,gtsrb_7_1024_pgd,image_64,train
1,0.0974999999999999,SAT,9.0276620388031,gtsrb_7_1024_pgd,image_64,train
2,0.0467999999999999,SAT,7.563244342803955,gtsrb_7_1024_pgd,image_64,train
3,0.0195,SAT,7.631098985671997,gtsrb_7_1024_pgd,image_64,train
4,0.0078,UNSAT,9.584557056427002,gtsrb_7_1024_pgd,image_64,train
5,0.0116999999999999,UNSAT,11.851556062698364,gtsrb_7_1024_pgd,image_64,train
6,0.0156,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_64,train
0,0.1989,SAT,7.715236663818359,gtsrb_7_1024_pgd,image_13,train
1,0.0974999999999999,SAT,7.317120552062988,gtsrb_7_1024_pgd,image_13,train
2,0.0467999999999999,SAT,7.176989316940308,gtsrb_7_1024_pgd,image_13,train
3,0.0195,SAT,8.920096397399902,gtsrb_7_1024_pgd,image_13,train
4,0.0078,SAT,8.005165576934814,gtsrb_7_1024_pgd,image_13,train
5,0.0,UNSAT,9.327664613723757,gtsrb_7_1024_pgd,image_13,train
6,0.0039,SAT,8.38196325302124,gtsrb_7_1024_pgd,image_13,train
0,0.1989,SAT,7.789915084838867,gtsrb_7_1024_pgd,image_80,train
1,0.0974999999999999,SAT,8.295733213424683,gtsrb_7_1024_pgd,image_80,train
2,0.0467999999999999,SAT,8.121788501739502,gtsrb_7_1024_pgd,image_80,train
3,0.0195,SAT,8.209733247756958,gtsrb_7_1024_pgd,image_80,train
4,0.0078,SAT,8.277039766311646,gtsrb_7_1024_pgd,image_80,train
5,0.0,UNSAT,9.87561297416687,gtsrb_7_1024_pgd,image_80,train
6,0.0039,UNSAT,12.812110900878906,gtsrb_7_1024_pgd,image_80,train
0,0.1989,SAT,8.44869089126587,gtsrb_7_1024_pgd,image_19,train
1,0.0974999999999999,SAT,8.412572622299194,gtsrb_7_1024_pgd,image_19,train
2,0.0467999999999999,SAT,7.886972188949585,gtsrb_7_1024_pgd,image_19,train
3,0.0195,SAT,7.69689679145813,gtsrb_7_1024_pgd,image_19,train
4,0.0078,UNSAT,31.02618670463562,gtsrb_7_1024_pgd,image_19,train
5,0.0116999999999999,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_19,train
6,0.0156,SAT,8.112858772277832,gtsrb_7_1024_pgd,image_19,train
0,0.1989,SAT,8.459919214248657,gtsrb_7_1024_pgd,image_1,train
1,0.0974999999999999,SAT,8.38407826423645,gtsrb_7_1024_pgd,image_1,train
2,0.0467999999999999,SAT,8.79378366470337,gtsrb_7_1024_pgd,image_1,train
3,0.0195,SAT,7.780946969985962,gtsrb_7_1024_pgd,image_1,train
4,0.0078,UNSAT,9.01196551322937,gtsrb_7_1024_pgd,image_1,train
5,0.0116999999999999,UNSAT,25.63806629180908,gtsrb_7_1024_pgd,image_1,train
6,0.0156,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_1,train
0,0.1989,SAT,8.08586859703064,gtsrb_7_1024_pgd,image_21,train
1,0.0974999999999999,SAT,7.768548011779785,gtsrb_7_1024_pgd,image_21,train
2,0.0467999999999999,SAT,8.226688623428345,gtsrb_7_1024_pgd,image_21,train
3,0.0195,SAT,8.338330745697021,gtsrb_7_1024_pgd,image_21,train
4,0.0078,UNSAT,25.92265582084656,gtsrb_7_1024_pgd,image_21,train
5,0.0116999999999999,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_21,train
6,0.0156,SAT,7.744604349136352,gtsrb_7_1024_pgd,image_21,train
0,0.1989,SAT,8.64484715461731,gtsrb_7_1024_pgd,image_56,train
1,0.0974999999999999,SAT,8.463970184326172,gtsrb_7_1024_pgd,image_56,train
2,0.0467999999999999,SAT,7.974142789840698,gtsrb_7_1024_pgd,image_56,train
3,0.0195,SAT,8.076979875564575,gtsrb_7_1024_pgd,image_56,train
4,0.0078,UNSAT,35.960761070251465,gtsrb_7_1024_pgd,image_56,train
5,0.0116999999999999,SAT,7.919312000274658,gtsrb_7_1024_pgd,image_56,train
0,0.1989,SAT,7.482132911682129,gtsrb_7_1024_pgd,image_51,train
1,0.0974999999999999,SAT,8.806593894958496,gtsrb_7_1024_pgd,image_51,train
2,0.0467999999999999,SAT,7.729070901870727,gtsrb_7_1024_pgd,image_51,train
3,0.0195,SAT,7.748607635498047,gtsrb_7_1024_pgd,image_51,train
4,0.0078,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_51,train
5,0.0039,UNSAT,37.83809232711792,gtsrb_7_1024_pgd,image_51,train
6,0.0116999999999999,SAT,7.852816820144653,gtsrb_7_1024_pgd,image_51,train
0,0.1989,SAT,9.155334711074827,gtsrb_7_1024_pgd,image_26,train
1,0.0974999999999999,SAT,9.12225341796875,gtsrb_7_1024_pgd,image_26,train
2,0.0467999999999999,SAT,8.279272317886353,gtsrb_7_1024_pgd,image_26,train
3,0.0195,SAT,8.159087181091309,gtsrb_7_1024_pgd,image_26,train
4,0.0078,UNSAT,22.434855461120605,gtsrb_7_1024_pgd,image_26,train
5,0.0116999999999999,SAT,8.372394800186157,gtsrb_7_1024_pgd,image_26,train
0,0.1989,SAT,7.744723320007324,gtsrb_7_1024_pgd,image_6,train
1,0.0974999999999999,SAT,7.834117412567139,gtsrb_7_1024_pgd,image_6,train
2,0.0467999999999999,SAT,9.106560230255129,gtsrb_7_1024_pgd,image_6,train
3,0.0195,SAT,8.253545761108398,gtsrb_7_1024_pgd,image_6,train
4,0.0078,SAT,8.236522674560547,gtsrb_7_1024_pgd,image_6,train
5,0.0,UNSAT,9.65778112411499,gtsrb_7_1024_pgd,image_6,train
6,0.0039,SAT,8.353305578231812,gtsrb_7_1024_pgd,image_6,train
0,0.1989,SAT,7.642903089523315,gtsrb_7_1024_pgd,image_14,train
1,0.0974999999999999,SAT,7.3256871700286865,gtsrb_7_1024_pgd,image_14,train
2,0.0467999999999999,SAT,8.005472421646118,gtsrb_7_1024_pgd,image_14,train
3,0.0195,SAT,7.928913831710815,gtsrb_7_1024_pgd,image_14,train
4,0.0078,SAT,7.753870964050293,gtsrb_7_1024_pgd,image_14,train
5,0.0,UNSAT,9.54449725151062,gtsrb_7_1024_pgd,image_14,train
6,0.0039,UNSAT,1029.578317642212,gtsrb_7_1024_pgd,image_14,train
0,0.1989,SAT,9.086423397064207,gtsrb_7_1024_pgd,image_63,train
1,0.0974999999999999,SAT,9.069168329238892,gtsrb_7_1024_pgd,image_63,train
2,0.0467999999999999,SAT,8.282151222229004,gtsrb_7_1024_pgd,image_63,train
3,0.0195,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_63,train
4,0.0233999999999999,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_63,train
5,0.0156,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_63,train
6,0.0272999999999999,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_63,train
7,0.0116999999999999,UNSAT,12.501166582107544,gtsrb_7_1024_pgd,image_63,train
8,0.0351,SAT,8.264909029006958,gtsrb_7_1024_pgd,image_63,train
9,0.0312,SAT,8.265274047851562,gtsrb_7_1024_pgd,image_63,train
0,0.1989,SAT,8.410367488861084,gtsrb_7_1024_pgd,image_69,train
1,0.0974999999999999,SAT,8.547916412353516,gtsrb_7_1024_pgd,image_69,train
2,0.0467999999999999,SAT,8.412947654724121,gtsrb_7_1024_pgd,image_69,train
3,0.0195,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_69,train
4,0.0233999999999999,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_69,train
5,0.0156,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_69,train
6,0.0272999999999999,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_69,train
7,0.0116999999999999,UNSAT,9.80077338218689,gtsrb_7_1024_pgd,image_69,train
8,0.0351,SAT,7.426522016525267,gtsrb_7_1024_pgd,image_69,train
9,0.0312,SAT,7.674314022064209,gtsrb_7_1024_pgd,image_69,train
0,0.1989,SAT,9.053439378738403,gtsrb_7_1024_pgd,image_87,train
1,0.0974999999999999,SAT,9.168502569198608,gtsrb_7_1024_pgd,image_87,train
2,0.0467999999999999,SAT,8.988536357879639,gtsrb_7_1024_pgd,image_87,train
3,0.0195,SAT,8.206262350082397,gtsrb_7_1024_pgd,image_87,train
4,0.0078,UNSAT,1746.6345643997192,gtsrb_7_1024_pgd,image_87,train
5,0.0116999999999999,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_87,train
6,0.0156,SAT,8.371556758880615,gtsrb_7_1024_pgd,image_87,train
0,0.1989,SAT,9.040371417999268,gtsrb_7_1024_pgd,image_48,train
1,0.0974999999999999,SAT,9.068140745162964,gtsrb_7_1024_pgd,image_48,train
2,0.0467999999999999,SAT,8.387429475784302,gtsrb_7_1024_pgd,image_48,train
3,0.0195,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_48,train
4,0.0233999999999999,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_48,train
5,0.0156,UNSAT,10.1747624874115,gtsrb_7_1024_pgd,image_48,train
6,0.0351,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_48,train
7,0.0312,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_48,train
8,0.039,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_48,train
9,0.0272999999999999,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_48,train
10,0.0429,SAT,8.552021503448486,gtsrb_7_1024_pgd,image_48,train
0,0.1989,SAT,8.933542251586914,gtsrb_7_1024_pgd,image_42,train
1,0.0974999999999999,SAT,9.095307111740112,gtsrb_7_1024_pgd,image_42,train
2,0.0467999999999999,SAT,8.508568525314331,gtsrb_7_1024_pgd,image_42,train
3,0.0195,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_42,train
4,0.0233999999999999,SAT,8.50739574432373,gtsrb_7_1024_pgd,image_42,train
5,0.0078,UNSAT,9.919768571853638,gtsrb_7_1024_pgd,image_42,train
6,0.0116999999999999,UNSAT,9.983677864074709,gtsrb_7_1024_pgd,image_42,train
7,0.0156,UNSAT,27.861719131469727,gtsrb_7_1024_pgd,image_42,train
0,0.1989,SAT,8.47983193397522,gtsrb_7_1024_pgd,image_35,train
1,0.0974999999999999,SAT,8.064542770385742,gtsrb_7_1024_pgd,image_35,train
2,0.0467999999999999,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_35,train
3,0.0429,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_35,train
4,0.0506999999999999,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_35,train
5,0.039,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_35,train
6,0.0545999999999999,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_35,train
7,0.0351,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_35,train
8,0.0584999999999999,SAT,8.314731359481812,gtsrb_7_1024_pgd,image_35,train
9,0.0156,UNSAT,9.633906841278076,gtsrb_7_1024_pgd,image_35,train
10,0.0233999999999999,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_35,train
11,0.0272999999999999,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_35,train
12,0.0195,UNSAT,12.934658288955688,gtsrb_7_1024_pgd,image_35,train
13,0.0312,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_35,train
0,0.1989,SAT,9.087549924850464,gtsrb_7_1024_pgd,image_94,train
1,0.0974999999999999,SAT,9.016528367996216,gtsrb_7_1024_pgd,image_94,train
2,0.0467999999999999,SAT,8.991275310516357,gtsrb_7_1024_pgd,image_94,train
3,0.0195,SAT,8.217921495437622,gtsrb_7_1024_pgd,image_94,train
4,0.0078,UNSAT,12.74251937866211,gtsrb_7_1024_pgd,image_94,train
5,0.0116999999999999,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_94,train
6,0.0156,TIMEOUT,3600.0,gtsrb_7_1024_pgd,image_94,train
0,0.1989,SAT,7.373957872390747,gtsrb_7_1024_pgd,image_70,train
1,0.0974999999999999,SAT,8.758227586746216,gtsrb_7_1024_pgd,image_70,train
2,0.0467999999999999,SAT,7.809553861618042,gtsrb_7_1024_pgd,image_70,train
3,0.0195,SAT,7.631451845169067,gtsrb_7_1024_pgd,image_70,train
4,0.0078,SAT,7.7413458824157715,gtsrb_7_1024_pgd,image_70,train
5,0.0,UNSAT,9.05487847328186,gtsrb_7_1024_pgd,image_70,train
6,0.0039,UNSAT,25.880602836608887,gtsrb_7_1024_pgd,image_70,train
0,0.1989,SAT,9.123370885849,gtsrb_7_1024_pgd,image_40,train
1,0.0974999999999999,SAT,9.061328172683716,gtsrb_7_1024_pgd,image_40,train
