,split,result,runtime,network,image
0.199,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_74
0.201,test,error,6.031808376312256,ffnnRELU__PGDK_w_0.3_6_500,image_74
0.197,test,error,5.590684413909912,ffnnRELU__PGDK_w_0.3_6_500,image_74
0.203,test,error,5.582091569900513,ffnnRELU__PGDK_w_0.3_6_500,image_74
0.195,test,error,13.466747283935549,ffnnRELU__PGDK_w_0.3_6_500,image_74
0.205,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_74
0.193,test,error,6.057799339294434,ffnnRELU__PGDK_w_0.3_6_500,image_74
0.199,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_73
0.201,test,error,6.222510576248169,ffnnRELU__PGDK_w_0.3_6_500,image_73
0.197,test,error,5.77704930305481,ffnnRELU__PGDK_w_0.3_6_500,image_73
0.203,test,error,13.594584703445436,ffnnRELU__PGDK_w_0.3_6_500,image_73
0.195,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_73
0.205,test,error,6.024465799331665,ffnnRELU__PGDK_w_0.3_6_500,image_73
0.193,test,error,5.827818155288696,ffnnRELU__PGDK_w_0.3_6_500,image_73
0.199,test,error,12.741389513015749,ffnnRELU__PGDK_w_0.3_6_500,image_33
0.201,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_33
0.197,test,error,5.898138523101807,ffnnRELU__PGDK_w_0.3_6_500,image_33
0.203,test,error,5.699111700057983,ffnnRELU__PGDK_w_0.3_6_500,image_33
0.195,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_33
0.205,test,error,5.905625581741333,ffnnRELU__PGDK_w_0.3_6_500,image_33
0.193,test,error,12.447628736495972,ffnnRELU__PGDK_w_0.3_6_500,image_33
0.199,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_34
0.201,test,error,6.165313243865967,ffnnRELU__PGDK_w_0.3_6_500,image_34
0.197,test,error,5.5627055168151855,ffnnRELU__PGDK_w_0.3_6_500,image_34
0.203,test,error,5.667985916137695,ffnnRELU__PGDK_w_0.3_6_500,image_34
0.195,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_34
0.205,test,error,6.095293283462524,ffnnRELU__PGDK_w_0.3_6_500,image_34
0.193,test,error,5.724717617034912,ffnnRELU__PGDK_w_0.3_6_500,image_34
0.199,test,error,5.684506177902222,ffnnRELU__PGDK_w_0.3_6_500,image_99
0.201,test,error,5.814384698867798,ffnnRELU__PGDK_w_0.3_6_500,image_99
0.197,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_99
0.203,test,error,6.277474641799927,ffnnRELU__PGDK_w_0.3_6_500,image_99
0.195,test,error,5.761897802352905,ffnnRELU__PGDK_w_0.3_6_500,image_99
0.205,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_99
0.193,test,error,6.374180555343628,ffnnRELU__PGDK_w_0.3_6_500,image_99
0.199,test,sat,3.3370344638824463,ffnnRELU__PGDK_w_0.3_6_500,image_48
0.099,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_48
0.097,test,error,5.703031778335571,ffnnRELU__PGDK_w_0.3_6_500,image_48
0.101,test,error,5.2355945110321045,ffnnRELU__PGDK_w_0.3_6_500,image_48
0.095,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_48
0.103,test,error,5.524567127227783,ffnnRELU__PGDK_w_0.3_6_500,image_48
0.093,test,error,5.206535339355469,ffnnRELU__PGDK_w_0.3_6_500,image_48
0.105,test,error,5.269697666168213,ffnnRELU__PGDK_w_0.3_6_500,image_48
0.049,test,error,11.450916051864624,ffnnRELU__PGDK_w_0.3_6_500,image_48
0.033,test,unsat,6.99231481552124,ffnnRELU__PGDK_w_0.3_6_500,image_48
0.045,test,unsat,8.005430698394775,ffnnRELU__PGDK_w_0.3_6_500,image_48
0.047,test,unsat,7.847058296203613,ffnnRELU__PGDK_w_0.3_6_500,image_48
0.199,test,error,5.783333778381348,ffnnRELU__PGDK_w_0.3_6_500,image_97
0.201,test,error,14.287335395812988,ffnnRELU__PGDK_w_0.3_6_500,image_97
0.197,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_97
0.203,test,error,5.97364068031311,ffnnRELU__PGDK_w_0.3_6_500,image_97
0.195,test,error,5.808991432189941,ffnnRELU__PGDK_w_0.3_6_500,image_97
0.205,test,error,5.638394355773926,ffnnRELU__PGDK_w_0.3_6_500,image_97
0.199,test,error,5.6127800941467285,ffnnRELU__PGDK_w_0.3_6_500,image_46
0.201,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_46
0.197,test,error,5.715485095977783,ffnnRELU__PGDK_w_0.3_6_500,image_46
0.203,test,error,5.555512189865112,ffnnRELU__PGDK_w_0.3_6_500,image_46
0.195,test,error,5.713240385055542,ffnnRELU__PGDK_w_0.3_6_500,image_46
0.205,test,error,12.765870571136476,ffnnRELU__PGDK_w_0.3_6_500,image_46
0.199,test,error,5.799880504608154,ffnnRELU__PGDK_w_0.3_6_500,image_90
0.201,test,error,13.621719598770142,ffnnRELU__PGDK_w_0.3_6_500,image_90
0.197,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_90
0.203,test,error,5.889377593994141,ffnnRELU__PGDK_w_0.3_6_500,image_90
0.195,test,error,5.52178692817688,ffnnRELU__PGDK_w_0.3_6_500,image_90
0.205,test,error,5.786621570587158,ffnnRELU__PGDK_w_0.3_6_500,image_90
0.199,test,error,5.550912141799927,ffnnRELU__PGDK_w_0.3_6_500,image_41
0.201,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_41
0.197,test,error,5.897904872894287,ffnnRELU__PGDK_w_0.3_6_500,image_41
0.203,test,error,5.60398006439209,ffnnRELU__PGDK_w_0.3_6_500,image_41
0.195,test,error,12.663373708724976,ffnnRELU__PGDK_w_0.3_6_500,image_41
0.205,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_41
0.193,test,error,5.861472845077515,ffnnRELU__PGDK_w_0.3_6_500,image_41
0.199,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_50
0.201,test,error,5.715031862258911,ffnnRELU__PGDK_w_0.3_6_500,image_50
0.197,test,error,5.496327638626099,ffnnRELU__PGDK_w_0.3_6_500,image_50
0.203,test,error,11.815563440322876,ffnnRELU__PGDK_w_0.3_6_500,image_50
0.195,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_50
0.205,test,error,5.902875661849976,ffnnRELU__PGDK_w_0.3_6_500,image_50
0.193,test,error,5.462405681610107,ffnnRELU__PGDK_w_0.3_6_500,image_50
0.199,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_81
0.201,test,error,5.955262660980225,ffnnRELU__PGDK_w_0.3_6_500,image_81
0.197,test,error,5.778076171875,ffnnRELU__PGDK_w_0.3_6_500,image_81
0.203,test,error,5.748969316482544,ffnnRELU__PGDK_w_0.3_6_500,image_81
0.195,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_81
0.205,test,error,5.865828990936279,ffnnRELU__PGDK_w_0.3_6_500,image_81
0.193,test,error,5.6652140617370605,ffnnRELU__PGDK_w_0.3_6_500,image_81
0.199,test,error,5.7872841358184814,ffnnRELU__PGDK_w_0.3_6_500,image_57
0.201,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_57
0.197,test,error,6.130316019058228,ffnnRELU__PGDK_w_0.3_6_500,image_57
0.203,test,error,7.711651086807251,ffnnRELU__PGDK_w_0.3_6_500,image_57
0.195,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_57
0.205,test,error,6.0469605922698975,ffnnRELU__PGDK_w_0.3_6_500,image_57
0.193,test,error,5.767964124679565,ffnnRELU__PGDK_w_0.3_6_500,image_57
0.199,test,error,5.816338062286377,ffnnRELU__PGDK_w_0.3_6_500,image_86
0.201,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_86
0.197,test,error,5.816784381866455,ffnnRELU__PGDK_w_0.3_6_500,image_86
0.203,test,error,5.729603290557861,ffnnRELU__PGDK_w_0.3_6_500,image_86
0.195,test,error,5.813169479370117,ffnnRELU__PGDK_w_0.3_6_500,image_86
0.205,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_86
0.193,test,error,6.008664131164551,ffnnRELU__PGDK_w_0.3_6_500,image_86
0.199,test,error,12.891168594360352,ffnnRELU__PGDK_w_0.3_6_500,image_25
0.201,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_25
0.197,test,error,5.738175392150879,ffnnRELU__PGDK_w_0.3_6_500,image_25
0.203,test,error,5.667049884796143,ffnnRELU__PGDK_w_0.3_6_500,image_25
0.195,test,error,12.6326265335083,ffnnRELU__PGDK_w_0.3_6_500,image_25
0.205,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_25
0.193,test,error,5.795649528503418,ffnnRELU__PGDK_w_0.3_6_500,image_25
0.199,test,error,5.676071405410767,ffnnRELU__PGDK_w_0.3_6_500,image_59
0.201,test,error,5.769280433654785,ffnnRELU__PGDK_w_0.3_6_500,image_59
0.197,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_59
0.203,test,error,6.053465127944946,ffnnRELU__PGDK_w_0.3_6_500,image_59
0.195,test,error,5.586338520050049,ffnnRELU__PGDK_w_0.3_6_500,image_59
0.205,test,error,5.674138784408569,ffnnRELU__PGDK_w_0.3_6_500,image_59
0.199,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_88
0.201,test,error,5.941245079040527,ffnnRELU__PGDK_w_0.3_6_500,image_88
0.197,test,error,5.614475727081299,ffnnRELU__PGDK_w_0.3_6_500,image_88
0.203,test,error,5.612906455993652,ffnnRELU__PGDK_w_0.3_6_500,image_88
0.195,test,error,13.584254264831545,ffnnRELU__PGDK_w_0.3_6_500,image_88
0.205,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_88
0.193,test,error,5.9171788692474365,ffnnRELU__PGDK_w_0.3_6_500,image_88
0.199,test,error,5.570215940475464,ffnnRELU__PGDK_w_0.3_6_500,image_22
0.201,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_22
0.197,test,error,5.786492824554443,ffnnRELU__PGDK_w_0.3_6_500,image_22
0.203,test,error,6.034629821777344,ffnnRELU__PGDK_w_0.3_6_500,image_22
0.195,test,error,12.859084844589232,ffnnRELU__PGDK_w_0.3_6_500,image_22
0.205,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_22
0.193,test,error,5.80118465423584,ffnnRELU__PGDK_w_0.3_6_500,image_22
0.199,test,error,12.330500364303589,ffnnRELU__PGDK_w_0.3_6_500,image_17
0.201,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_17
0.197,test,error,5.841008424758911,ffnnRELU__PGDK_w_0.3_6_500,image_17
0.203,test,error,5.461126089096069,ffnnRELU__PGDK_w_0.3_6_500,image_17
0.195,test,error,5.669208526611328,ffnnRELU__PGDK_w_0.3_6_500,image_17
0.205,test,error,9.115655899047852,ffnnRELU__PGDK_w_0.3_6_500,image_17
0.199,test,error,5.747899293899536,ffnnRELU__PGDK_w_0.3_6_500,image_10
0.201,test,error,12.758766174316406,ffnnRELU__PGDK_w_0.3_6_500,image_10
0.197,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_10
0.203,test,error,5.727820634841919,ffnnRELU__PGDK_w_0.3_6_500,image_10
0.195,test,error,5.66946268081665,ffnnRELU__PGDK_w_0.3_6_500,image_10
0.205,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_10
0.193,test,error,5.7856104373931885,ffnnRELU__PGDK_w_0.3_6_500,image_10
0.199,test,error,5.596016645431519,ffnnRELU__PGDK_w_0.3_6_500,image_9
0.201,test,error,9.170860052108765,ffnnRELU__PGDK_w_0.3_6_500,image_9
0.197,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_9
0.203,test,error,5.876633882522583,ffnnRELU__PGDK_w_0.3_6_500,image_9
0.195,test,error,5.484285593032837,ffnnRELU__PGDK_w_0.3_6_500,image_9
0.205,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_9
0.193,test,error,5.724447011947632,ffnnRELU__PGDK_w_0.3_6_500,image_9
0.199,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_7
0.201,test,error,6.000518560409546,ffnnRELU__PGDK_w_0.3_6_500,image_7
0.197,test,error,5.539440155029297,ffnnRELU__PGDK_w_0.3_6_500,image_7
0.203,test,error,5.557488679885864,ffnnRELU__PGDK_w_0.3_6_500,image_7
0.195,test,error,5.818492650985718,ffnnRELU__PGDK_w_0.3_6_500,image_7
0.205,test,error,5.8031182289123535,ffnnRELU__PGDK_w_0.3_6_500,image_7
0.199,test,error,13.655189752578735,ffnnRELU__PGDK_w_0.3_6_500,image_62
0.201,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_62
0.197,test,error,6.008689403533936,ffnnRELU__PGDK_w_0.3_6_500,image_62
0.203,test,error,5.780350208282471,ffnnRELU__PGDK_w_0.3_6_500,image_62
0.195,test,error,5.836721420288086,ffnnRELU__PGDK_w_0.3_6_500,image_62
0.205,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_62
0.193,test,error,5.802432060241699,ffnnRELU__PGDK_w_0.3_6_500,image_62
0.199,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_0
0.201,test,error,7.085773706436157,ffnnRELU__PGDK_w_0.3_6_500,image_0
0.197,test,error,5.666319370269775,ffnnRELU__PGDK_w_0.3_6_500,image_0
0.203,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_0
0.195,test,error,5.945889949798584,ffnnRELU__PGDK_w_0.3_6_500,image_0
0.205,test,error,5.943400621414185,ffnnRELU__PGDK_w_0.3_6_500,image_0
0.193,test,error,5.621546745300293,ffnnRELU__PGDK_w_0.3_6_500,image_0
0.199,test,error,10.166227340698242,ffnnRELU__PGDK_w_0.3_6_500,image_65
0.201,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_65
0.197,test,error,5.8438756465911865,ffnnRELU__PGDK_w_0.3_6_500,image_65
0.203,test,error,5.6667187213897705,ffnnRELU__PGDK_w_0.3_6_500,image_65
0.195,test,error,13.865497589111328,ffnnRELU__PGDK_w_0.3_6_500,image_65
0.205,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_65
0.193,test,error,6.019925355911255,ffnnRELU__PGDK_w_0.3_6_500,image_65
0.199,test,error,5.546221256256104,ffnnRELU__PGDK_w_0.3_6_500,image_19
0.201,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_19
0.197,test,error,5.842966318130493,ffnnRELU__PGDK_w_0.3_6_500,image_19
0.203,test,error,5.548609018325806,ffnnRELU__PGDK_w_0.3_6_500,image_19
0.195,test,error,5.5389604568481445,ffnnRELU__PGDK_w_0.3_6_500,image_19
0.205,test,error,9.180916786193848,ffnnRELU__PGDK_w_0.3_6_500,image_19
0.199,test,error,14.012674570083618,ffnnRELU__PGDK_w_0.3_6_500,image_91
0.201,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_91
0.197,test,error,6.188782691955566,ffnnRELU__PGDK_w_0.3_6_500,image_91
0.203,test,error,5.929754018783569,ffnnRELU__PGDK_w_0.3_6_500,image_91
0.195,test,error,5.7168803215026855,ffnnRELU__PGDK_w_0.3_6_500,image_91
0.205,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_91
0.193,test,error,6.007951259613037,ffnnRELU__PGDK_w_0.3_6_500,image_91
0.199,test,error,12.82950472831726,ffnnRELU__PGDK_w_0.3_6_500,image_40
0.201,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_40
0.197,test,error,5.862470626831055,ffnnRELU__PGDK_w_0.3_6_500,image_40
0.203,test,error,5.5257439613342285,ffnnRELU__PGDK_w_0.3_6_500,image_40
0.195,test,error,5.6649205684661865,ffnnRELU__PGDK_w_0.3_6_500,image_40
0.205,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_40
0.193,test,error,5.928893804550171,ffnnRELU__PGDK_w_0.3_6_500,image_40
0.199,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_96
0.201,test,error,5.953901052474976,ffnnRELU__PGDK_w_0.3_6_500,image_96
0.197,test,error,5.59836483001709,ffnnRELU__PGDK_w_0.3_6_500,image_96
0.203,test,error,5.680690288543701,ffnnRELU__PGDK_w_0.3_6_500,image_96
0.195,test,error,13.611377954483032,ffnnRELU__PGDK_w_0.3_6_500,image_96
0.205,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_96
0.193,test,error,6.089053392410278,ffnnRELU__PGDK_w_0.3_6_500,image_96
0.199,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_47
0.201,test,error,5.766863584518433,ffnnRELU__PGDK_w_0.3_6_500,image_47
0.197,test,error,5.621004581451416,ffnnRELU__PGDK_w_0.3_6_500,image_47
0.203,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_47
0.195,test,error,6.003523588180542,ffnnRELU__PGDK_w_0.3_6_500,image_47
0.205,test,error,5.729942083358765,ffnnRELU__PGDK_w_0.3_6_500,image_47
0.193,test,error,5.685489654541016,ffnnRELU__PGDK_w_0.3_6_500,image_47
0.199,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_35
0.201,test,error,6.280930280685425,ffnnRELU__PGDK_w_0.3_6_500,image_35
0.197,test,error,5.699220657348633,ffnnRELU__PGDK_w_0.3_6_500,image_35
0.203,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_35
0.195,test,error,5.8435468673706055,ffnnRELU__PGDK_w_0.3_6_500,image_35
0.205,test,error,5.560347557067871,ffnnRELU__PGDK_w_0.3_6_500,image_35
0.193,test,error,5.5838682651519775,ffnnRELU__PGDK_w_0.3_6_500,image_35
0.199,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_98
0.201,test,error,6.003750562667847,ffnnRELU__PGDK_w_0.3_6_500,image_98
0.197,test,error,5.829079627990723,ffnnRELU__PGDK_w_0.3_6_500,image_98
0.203,test,error,5.846802473068237,ffnnRELU__PGDK_w_0.3_6_500,image_98
0.195,test,error,5.725700855255127,ffnnRELU__PGDK_w_0.3_6_500,image_98
0.205,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_98
0.193,test,error,5.986911058425903,ffnnRELU__PGDK_w_0.3_6_500,image_98
0.199,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_49
0.201,test,error,5.649038314819336,ffnnRELU__PGDK_w_0.3_6_500,image_49
0.197,test,error,5.470417022705078,ffnnRELU__PGDK_w_0.3_6_500,image_49
0.203,test,error,12.051594018936155,ffnnRELU__PGDK_w_0.3_6_500,image_49
0.195,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_49
0.205,test,error,5.671367168426514,ffnnRELU__PGDK_w_0.3_6_500,image_49
0.193,test,error,5.4540112018585205,ffnnRELU__PGDK_w_0.3_6_500,image_49
0.199,test,error,5.688611030578613,ffnnRELU__PGDK_w_0.3_6_500,image_32
0.201,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_32
0.197,test,error,5.747355699539185,ffnnRELU__PGDK_w_0.3_6_500,image_32
0.203,test,error,9.16856837272644,ffnnRELU__PGDK_w_0.3_6_500,image_32
0.195,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_32
0.205,test,error,5.879508256912232,ffnnRELU__PGDK_w_0.3_6_500,image_32
0.193,test,error,5.938369035720825,ffnnRELU__PGDK_w_0.3_6_500,image_32
0.199,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_72
0.201,test,error,6.001976013183594,ffnnRELU__PGDK_w_0.3_6_500,image_72
0.197,test,error,5.82078218460083,ffnnRELU__PGDK_w_0.3_6_500,image_72
0.203,test,error,5.924529314041138,ffnnRELU__PGDK_w_0.3_6_500,image_72
0.195,test,error,5.878218412399292,ffnnRELU__PGDK_w_0.3_6_500,image_72
0.205,test,error,13.752102136611938,ffnnRELU__PGDK_w_0.3_6_500,image_72
0.199,test,error,5.778411388397217,ffnnRELU__PGDK_w_0.3_6_500,image_75
0.201,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_75
0.197,test,error,5.977797269821167,ffnnRELU__PGDK_w_0.3_6_500,image_75
0.203,test,error,5.648655891418457,ffnnRELU__PGDK_w_0.3_6_500,image_75
0.195,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_75
0.205,test,error,6.271744966506958,ffnnRELU__PGDK_w_0.3_6_500,image_75
0.193,test,error,5.7668445110321045,ffnnRELU__PGDK_w_0.3_6_500,image_75
0.199,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_1
0.201,test,error,6.407265186309815,ffnnRELU__PGDK_w_0.3_6_500,image_1
0.197,test,error,5.977804660797119,ffnnRELU__PGDK_w_0.3_6_500,image_1
0.203,test,error,12.434686183929443,ffnnRELU__PGDK_w_0.3_6_500,image_1
0.195,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_1
0.205,test,error,5.854768753051758,ffnnRELU__PGDK_w_0.3_6_500,image_1
0.193,test,error,5.584191083908081,ffnnRELU__PGDK_w_0.3_6_500,image_1
0.199,test,error,13.663668632507324,ffnnRELU__PGDK_w_0.3_6_500,image_64
0.201,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_64
0.197,test,error,5.9620678424835205,ffnnRELU__PGDK_w_0.3_6_500,image_64
0.203,test,error,5.895561933517456,ffnnRELU__PGDK_w_0.3_6_500,image_64
0.195,test,error,5.865178346633911,ffnnRELU__PGDK_w_0.3_6_500,image_64
0.205,test,error,5.627498626708984,ffnnRELU__PGDK_w_0.3_6_500,image_64
0.199,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_18
0.201,test,error,5.900683164596558,ffnnRELU__PGDK_w_0.3_6_500,image_18
0.197,test,error,5.557721376419067,ffnnRELU__PGDK_w_0.3_6_500,image_18
0.203,test,error,5.757533073425293,ffnnRELU__PGDK_w_0.3_6_500,image_18
0.195,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_18
0.205,test,error,6.015995025634766,ffnnRELU__PGDK_w_0.3_6_500,image_18
0.193,test,error,5.652461767196655,ffnnRELU__PGDK_w_0.3_6_500,image_18
0.199,test,error,5.498908042907715,ffnnRELU__PGDK_w_0.3_6_500,image_6
0.201,test,error,5.564024925231934,ffnnRELU__PGDK_w_0.3_6_500,image_6
0.197,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_6
0.203,test,error,5.96128249168396,ffnnRELU__PGDK_w_0.3_6_500,image_6
0.195,test,error,5.954466342926025,ffnnRELU__PGDK_w_0.3_6_500,image_6
0.205,test,error,5.561608791351318,ffnnRELU__PGDK_w_0.3_6_500,image_6
0.199,test,error,5.568008184432983,ffnnRELU__PGDK_w_0.3_6_500,image_63
0.201,test,error,5.786761999130249,ffnnRELU__PGDK_w_0.3_6_500,image_63
0.197,test,error,13.997917890548706,ffnnRELU__PGDK_w_0.3_6_500,image_63
0.203,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_63
0.195,test,error,6.021356344223023,ffnnRELU__PGDK_w_0.3_6_500,image_63
0.205,test,error,5.740633487701416,ffnnRELU__PGDK_w_0.3_6_500,image_63
0.199,test,error,5.480691194534302,ffnnRELU__PGDK_w_0.3_6_500,image_11
0.201,test,error,5.641603708267212,ffnnRELU__PGDK_w_0.3_6_500,image_11
0.197,test,error,12.351739168167114,ffnnRELU__PGDK_w_0.3_6_500,image_11
0.203,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_11
0.195,test,error,5.900094985961914,ffnnRELU__PGDK_w_0.3_6_500,image_11
0.205,test,error,5.662306308746338,ffnnRELU__PGDK_w_0.3_6_500,image_11
0.199,test,error,12.6532461643219,ffnnRELU__PGDK_w_0.3_6_500,image_8
0.201,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_8
0.197,test,error,5.93100905418396,ffnnRELU__PGDK_w_0.3_6_500,image_8
0.203,test,error,5.608596563339233,ffnnRELU__PGDK_w_0.3_6_500,image_8
0.195,test,error,5.637229919433594,ffnnRELU__PGDK_w_0.3_6_500,image_8
0.205,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_8
0.193,test,error,6.02454948425293,ffnnRELU__PGDK_w_0.3_6_500,image_8
0.199,test,error,5.847105026245117,ffnnRELU__PGDK_w_0.3_6_500,image_16
0.201,test,error,5.917047739028931,ffnnRELU__PGDK_w_0.3_6_500,image_16
0.197,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_16
0.203,test,error,5.753733396530151,ffnnRELU__PGDK_w_0.3_6_500,image_16
0.195,test,error,5.521934270858765,ffnnRELU__PGDK_w_0.3_6_500,image_16
0.205,test,error,5.662940979003906,ffnnRELU__PGDK_w_0.3_6_500,image_16
0.199,test,error,5.525189161300659,ffnnRELU__PGDK_w_0.3_6_500,image_23
0.201,test,error,12.281816720962524,ffnnRELU__PGDK_w_0.3_6_500,image_23
0.197,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_23
0.203,test,error,5.84245491027832,ffnnRELU__PGDK_w_0.3_6_500,image_23
0.195,test,error,5.636367559432983,ffnnRELU__PGDK_w_0.3_6_500,image_23
0.205,test,error,5.68550705909729,ffnnRELU__PGDK_w_0.3_6_500,image_23
0.199,test,error,12.719485998153688,ffnnRELU__PGDK_w_0.3_6_500,image_24
0.201,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_24
0.197,test,error,6.3037214279174805,ffnnRELU__PGDK_w_0.3_6_500,image_24
0.203,test,error,5.730739593505859,ffnnRELU__PGDK_w_0.3_6_500,image_24
0.195,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_24
0.205,test,error,5.952722072601318,ffnnRELU__PGDK_w_0.3_6_500,image_24
0.193,test,error,5.737162590026856,ffnnRELU__PGDK_w_0.3_6_500,image_24
0.199,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_58
0.201,test,error,6.0331130027771,ffnnRELU__PGDK_w_0.3_6_500,image_58
0.197,test,error,5.827699184417725,ffnnRELU__PGDK_w_0.3_6_500,image_58
0.203,test,error,6.037037372589111,ffnnRELU__PGDK_w_0.3_6_500,image_58
0.195,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_58
0.205,test,error,6.006654500961304,ffnnRELU__PGDK_w_0.3_6_500,image_58
0.193,test,error,5.70272159576416,ffnnRELU__PGDK_w_0.3_6_500,image_58
0.199,test,error,5.749714374542236,ffnnRELU__PGDK_w_0.3_6_500,image_89
0.201,test,error,13.6754047870636,ffnnRELU__PGDK_w_0.3_6_500,image_89
0.197,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_89
0.203,test,error,5.978807210922241,ffnnRELU__PGDK_w_0.3_6_500,image_89
0.195,test,error,5.63430380821228,ffnnRELU__PGDK_w_0.3_6_500,image_89
0.205,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_89
0.193,test,error,6.019762277603149,ffnnRELU__PGDK_w_0.3_6_500,image_89
0.199,test,timeout,360.0,ffnnRELU__PGDK_w_0.3_6_500,image_56
