,split,result,runtime,network,image
0.267,test,sat,75.90779209136963,mnist_relu_4_1024_fgsm_02,image_69
0.265,test,sat,481.657778263092,mnist_relu_4_1024_fgsm_02,image_69
0.131,test,unsat,3522.2959909439087,mnist_relu_4_1024_fgsm_02,image_69
0.133,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_69
0.199,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_69
0.197,test,unsat,3280.6809730529785,mnist_relu_4_1024_fgsm_02,image_69
0.201,test,unsat,2924.6528689861298,mnist_relu_4_1024_fgsm_02,image_69
0.233,test,unsat,3438.690500497818,mnist_relu_4_1024_fgsm_02,image_69
0.231,test,cancelled,697.6643669605255,mnist_relu_4_1024_fgsm_02,image_69
0.253,test,unsat,2898.657921552658,mnist_relu_4_1024_fgsm_02,image_69
0.243,test,cancelled,2905.564482688904,mnist_relu_4_1024_fgsm_02,image_69
0.257,test,unsat,2988.4765207767487,mnist_relu_4_1024_fgsm_02,image_69
0.261,test,sat,68.18264961242676,mnist_relu_4_1024_fgsm_02,image_69
0.259,test,unsat,3097.4080328941345,mnist_relu_4_1024_fgsm_02,image_69
0.533,test,sat,11.207046031951904,mnist_relu_4_1024_fgsm_02,image_67
0.267,test,sat,13.512951850891112,mnist_relu_4_1024_fgsm_02,image_67
0.265,test,sat,12.632204532623293,mnist_relu_4_1024_fgsm_02,image_67
0.131,test,unsat,3025.1026906967163,mnist_relu_4_1024_fgsm_02,image_67
0.133,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_67
0.199,test,unsat,3295.955235004425,mnist_relu_4_1024_fgsm_02,image_67
0.197,test,cancelled,2719.805265188217,mnist_relu_4_1024_fgsm_02,image_67
0.241,test,sat,11.063400506973268,mnist_relu_4_1024_fgsm_02,image_67
0.221,test,sat,11.2187819480896,mnist_relu_4_1024_fgsm_02,image_67
0.219,test,sat,10.937294244766235,mnist_relu_4_1024_fgsm_02,image_67
0.207,test,sat,10.956123113632202,mnist_relu_4_1024_fgsm_02,image_67
0.209,test,cancelled,35.60106587409973,mnist_relu_4_1024_fgsm_02,image_67
0.203,test,unsat,2953.3289103508,mnist_relu_4_1024_fgsm_02,image_67
0.201,test,cancelled,2961.0494842529297,mnist_relu_4_1024_fgsm_02,image_67
0.205,test,sat,2748.086672782898,mnist_relu_4_1024_fgsm_02,image_67
0.533,test,sat,7.2366111278533936,mnist_relu_4_1024_fgsm_02,image_60
0.265,test,unsat,3489.76176404953,mnist_relu_4_1024_fgsm_02,image_60
0.267,test,unsat,3519.2580921649933,mnist_relu_4_1024_fgsm_02,image_60
0.399,test,sat,8.762475967407227,mnist_relu_4_1024_fgsm_02,image_60
0.401,test,cancelled,3.595532178878784,mnist_relu_4_1024_fgsm_02,image_60
0.353,test,sat,14.227965831756592,mnist_relu_4_1024_fgsm_02,image_60
0.311,test,sat,125.0156078338623,mnist_relu_4_1024_fgsm_02,image_60
0.309,test,sat,113.11962962150574,mnist_relu_4_1024_fgsm_02,image_60
0.289,test,sat,317.5616490840912,mnist_relu_4_1024_fgsm_02,image_60
0.287,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_60
0.277,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_60
0.275,test,unsat,2280.3411235809326,mnist_relu_4_1024_fgsm_02,image_60
0.279,test,unsat,2877.84948182106,mnist_relu_4_1024_fgsm_02,image_60
0.283,test,unsat,3573.3419740200043,mnist_relu_4_1024_fgsm_02,image_60
0.281,test,cancelled,2645.550315618515,mnist_relu_4_1024_fgsm_02,image_60
0.285,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_60
0.533,test,sat,13.352136850357056,mnist_relu_4_1024_fgsm_02,image_71
0.267,test,sat,15.521385908126833,mnist_relu_4_1024_fgsm_02,image_71
0.265,test,sat,15.014909744262695,mnist_relu_4_1024_fgsm_02,image_71
0.131,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_71
0.133,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_71
0.129,test,unsat,3230.2949800491333,mnist_relu_4_1024_fgsm_02,image_71
0.135,test,unsat,3308.912803173065,mnist_relu_4_1024_fgsm_02,image_71
0.201,test,unsat,2856.942837238312,mnist_relu_4_1024_fgsm_02,image_71
0.199,test,cancelled,2970.794325351715,mnist_relu_4_1024_fgsm_02,image_71
0.243,test,sat,1113.31898188591,mnist_relu_4_1024_fgsm_02,image_71
0.223,test,unsat,2954.2197308540344,mnist_relu_4_1024_fgsm_02,image_71
0.221,test,cancelled,1841.4235894680023,mnist_relu_4_1024_fgsm_02,image_71
0.235,test,unsat,3205.957840919494,mnist_relu_4_1024_fgsm_02,image_71
0.229,test,cancelled,3217.990919113159,mnist_relu_4_1024_fgsm_02,image_71
0.237,test,sat,2112.803071975708,mnist_relu_4_1024_fgsm_02,image_71
0.239,test,cancelled,2125.5205461978912,mnist_relu_4_1024_fgsm_02,image_71
0.533,test,sat,11.350357294082642,mnist_relu_4_1024_fgsm_02,image_76
0.267,test,sat,12.861284732818604,mnist_relu_4_1024_fgsm_02,image_76
0.265,test,sat,12.224718809127808,mnist_relu_4_1024_fgsm_02,image_76
0.131,test,unsat,3488.1939017772675,mnist_relu_4_1024_fgsm_02,image_76
0.133,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_76
0.199,test,sat,114.0273003578186,mnist_relu_4_1024_fgsm_02,image_76
0.165,test,unsat,3024.474786758423,mnist_relu_4_1024_fgsm_02,image_76
0.197,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_76
0.181,test,unsat,3078.583688497544,mnist_relu_4_1024_fgsm_02,image_76
0.179,test,cancelled,2518.631783723831,mnist_relu_4_1024_fgsm_02,image_76
0.191,test,unsat,3384.8715727329254,mnist_relu_4_1024_fgsm_02,image_76
0.187,test,cancelled,3390.1179797649384,mnist_relu_4_1024_fgsm_02,image_76
0.195,test,unsat,2751.864039182663,mnist_relu_4_1024_fgsm_02,image_76
0.193,test,cancelled,2758.875595808029,mnist_relu_4_1024_fgsm_02,image_76
0.533,test,sat,10.864243268966677,mnist_relu_4_1024_fgsm_02,image_78
0.267,test,sat,12.228363752365112,mnist_relu_4_1024_fgsm_02,image_78
0.265,test,sat,12.470153331756592,mnist_relu_4_1024_fgsm_02,image_78
0.131,test,unsat,3454.9360558986664,mnist_relu_4_1024_fgsm_02,image_78
0.133,test,unsat,3517.8865060806274,mnist_relu_4_1024_fgsm_02,image_78
0.197,test,unsat,3006.58907866478,mnist_relu_4_1024_fgsm_02,image_78
0.199,test,unsat,3333.3488068580627,mnist_relu_4_1024_fgsm_02,image_78
0.231,test,unsat,2959.2620990276337,mnist_relu_4_1024_fgsm_02,image_78
0.249,test,sat,100.99697923660278,mnist_relu_4_1024_fgsm_02,image_78
0.233,test,unsat,2928.636801958084,mnist_relu_4_1024_fgsm_02,image_78
0.241,test,sat,94.90275382995604,mnist_relu_4_1024_fgsm_02,image_78
0.239,test,sat,72.06966376304626,mnist_relu_4_1024_fgsm_02,image_78
0.235,test,sat,92.42393183708192,mnist_relu_4_1024_fgsm_02,image_78
0.237,test,cancelled,21.377170085906982,mnist_relu_4_1024_fgsm_02,image_78
0.533,test,sat,9.741095066070557,mnist_relu_4_1024_fgsm_02,image_36
0.265,test,unsat,2877.401418924332,mnist_relu_4_1024_fgsm_02,image_36
0.399,test,sat,7.165583372116089,mnist_relu_4_1024_fgsm_02,image_36
0.333,test,sat,6.716536045074463,mnist_relu_4_1024_fgsm_02,image_36
0.267,test,unsat,2955.3919417858124,mnist_relu_4_1024_fgsm_02,image_36
0.299,test,sat,249.72644472122192,mnist_relu_4_1024_fgsm_02,image_36
0.301,test,cancelled,223.08195662498477,mnist_relu_4_1024_fgsm_02,image_36
0.287,test,unsat,3145.623807430268,mnist_relu_4_1024_fgsm_02,image_36
0.277,test,cancelled,3153.1116857528687,mnist_relu_4_1024_fgsm_02,image_36
0.291,test,unsat,3537.0161130428314,mnist_relu_4_1024_fgsm_02,image_36
0.293,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_36
0.295,test,sat,72.33618760108948,mnist_relu_4_1024_fgsm_02,image_36
0.297,test,cancelled,22.82294964790344,mnist_relu_4_1024_fgsm_02,image_36
0.533,test,sat,20.69819736480713,mnist_relu_4_1024_fgsm_02,image_31
0.267,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_31
0.265,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_31
0.263,test,unsat,2942.9470131397247,mnist_relu_4_1024_fgsm_02,image_31
0.401,test,sat,164.584725856781,mnist_relu_4_1024_fgsm_02,image_31
0.269,test,unsat,3465.6806712150574,mnist_relu_4_1024_fgsm_02,image_31
0.333,test,sat,1079.996314048767,mnist_relu_4_1024_fgsm_02,image_31
0.335,test,cancelled,1469.1359803676603,mnist_relu_4_1024_fgsm_02,image_31
0.291,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_31
0.311,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_31
0.301,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_31
0.299,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_31
0.287,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_31
0.313,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_31
0.303,test,unsat,2959.652599096298,mnist_relu_4_1024_fgsm_02,image_31
0.297,test,cancelled,2971.222562789917,mnist_relu_4_1024_fgsm_02,image_31
0.323,test,unsat,3190.899428129196,mnist_relu_4_1024_fgsm_02,image_31
0.315,test,cancelled,3201.709639072418,mnist_relu_4_1024_fgsm_02,image_31
0.327,test,unsat,3336.032791852951,mnist_relu_4_1024_fgsm_02,image_31
0.329,test,unsat,3467.6220161914825,mnist_relu_4_1024_fgsm_02,image_31
0.331,test,unsat,3236.364012002945,mnist_relu_4_1024_fgsm_02,image_31
0.533,test,sat,10.401286363601685,mnist_relu_4_1024_fgsm_02,image_43
0.267,test,sat,12.119261741638184,mnist_relu_4_1024_fgsm_02,image_43
0.265,test,sat,143.80132055282593,mnist_relu_4_1024_fgsm_02,image_43
0.133,test,unsat,2426.610592842102,mnist_relu_4_1024_fgsm_02,image_43
0.131,test,cancelled,2588.3018951416016,mnist_relu_4_1024_fgsm_02,image_43
0.219,test,unsat,3405.630771875381,mnist_relu_4_1024_fgsm_02,image_43
0.177,test,cancelled,3417.550925254822,mnist_relu_4_1024_fgsm_02,image_43
0.249,test,unsat,3156.709362745285,mnist_relu_4_1024_fgsm_02,image_43
0.235,test,cancelled,3167.416148662567,mnist_relu_4_1024_fgsm_02,image_43
0.259,test,sat,647.6867496967316,mnist_relu_4_1024_fgsm_02,image_43
0.255,test,unsat,3032.29843378067,mnist_relu_4_1024_fgsm_02,image_43
0.253,test,cancelled,2385.9986193180084,mnist_relu_4_1024_fgsm_02,image_43
0.257,test,sat,758.4168539047241,mnist_relu_4_1024_fgsm_02,image_43
0.533,test,sat,55.55478572845459,mnist_relu_4_1024_fgsm_02,image_92
0.267,test,sat,67.12718987464905,mnist_relu_4_1024_fgsm_02,image_92
0.265,test,sat,102.91864943504332,mnist_relu_4_1024_fgsm_02,image_92
0.133,test,unsat,3441.4155583381653,mnist_relu_4_1024_fgsm_02,image_92
0.131,test,cancelled,3598.558916568756,mnist_relu_4_1024_fgsm_02,image_92
0.177,test,unsat,2947.405120372772,mnist_relu_4_1024_fgsm_02,image_92
0.219,test,unsat,3035.7561328411102,mnist_relu_4_1024_fgsm_02,image_92
0.221,test,unsat,2811.090308904648,mnist_relu_4_1024_fgsm_02,image_92
0.243,test,unsat,3464.667100429535,mnist_relu_4_1024_fgsm_02,image_92
0.241,test,cancelled,738.0918266773224,mnist_relu_4_1024_fgsm_02,image_92
0.257,test,sat,61.01551294326782,mnist_relu_4_1024_fgsm_02,image_92
0.249,test,sat,742.2524318695068,mnist_relu_4_1024_fgsm_02,image_92
0.251,test,cancelled,860.1998155117035,mnist_relu_4_1024_fgsm_02,image_92
0.247,test,unsat,2865.884001970291,mnist_relu_4_1024_fgsm_02,image_92
0.245,test,cancelled,2885.089639902115,mnist_relu_4_1024_fgsm_02,image_92
0.267,test,sat,17.880780935287476,mnist_relu_4_1024_fgsm_02,image_44
0.533,test,cancelled,29.059877395629883,mnist_relu_4_1024_fgsm_02,image_44
0.177,test,unsat,2959.666179895401,mnist_relu_4_1024_fgsm_02,image_44
0.089,test,cancelled,2969.3681762218475,mnist_relu_4_1024_fgsm_02,image_44
0.235,test,sat,11.862359285354614,mnist_relu_4_1024_fgsm_02,image_44
0.207,test,unsat,3337.3443398475647,mnist_relu_4_1024_fgsm_02,image_44
0.205,test,cancelled,3326.076500892639,mnist_relu_4_1024_fgsm_02,image_44
0.225,test,sat,11.79222011566162,mnist_relu_4_1024_fgsm_02,image_44
0.217,test,sat,42.38587832450867,mnist_relu_4_1024_fgsm_02,image_44
0.215,test,sat,184.91979265213013,mnist_relu_4_1024_fgsm_02,image_44
0.209,test,sat,131.3881332874298,mnist_relu_4_1024_fgsm_02,image_44
0.211,test,cancelled,303.39874053001404,mnist_relu_4_1024_fgsm_02,image_44
0.533,test,sat,34.75335240364075,mnist_relu_4_1024_fgsm_02,image_95
0.267,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_95
0.265,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_95
0.263,test,unsat,2853.846849679947,mnist_relu_4_1024_fgsm_02,image_95
0.401,test,sat,56.68198370933533,mnist_relu_4_1024_fgsm_02,image_95
0.269,test,unsat,2920.3381567001343,mnist_relu_4_1024_fgsm_02,image_95
0.333,test,sat,1987.6551446914675,mnist_relu_4_1024_fgsm_02,image_95
0.335,test,cancelled,2055.8781685829163,mnist_relu_4_1024_fgsm_02,image_95
0.311,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_95
0.291,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_95
0.299,test,unsat,3368.90061211586,mnist_relu_4_1024_fgsm_02,image_95
0.301,test,unsat,3489.538892745972,mnist_relu_4_1024_fgsm_02,image_95
0.317,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_95
0.319,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_95
0.315,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_95
0.321,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_95
0.313,test,unsat,3082.052248477936,mnist_relu_4_1024_fgsm_02,image_95
0.323,test,unsat,3302.281931400299,mnist_relu_4_1024_fgsm_02,image_95
0.329,test,sat,3109.20996761322,mnist_relu_4_1024_fgsm_02,image_95
0.327,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_95
0.325,test,sat,3455.0952870845795,mnist_relu_4_1024_fgsm_02,image_95
0.267,test,sat,4.698143482208252,mnist_relu_4_1024_fgsm_02,image_38
0.533,test,cancelled,7.766272783279419,mnist_relu_4_1024_fgsm_02,image_38
0.089,test,unsat,3277.7053809165955,mnist_relu_4_1024_fgsm_02,image_38
0.177,test,unsat,3383.8695397377014,mnist_relu_4_1024_fgsm_02,image_38
0.223,test,sat,5.810860395431519,mnist_relu_4_1024_fgsm_02,image_38
0.201,test,unsat,3240.225861787796,mnist_relu_4_1024_fgsm_02,image_38
0.179,test,cancelled,3359.822360992432,mnist_relu_4_1024_fgsm_02,image_38
0.215,test,sat,39.71383118629456,mnist_relu_4_1024_fgsm_02,image_38
0.207,test,unsat,3322.1488707065582,mnist_relu_4_1024_fgsm_02,image_38
0.211,test,sat,25.78719711303711,mnist_relu_4_1024_fgsm_02,image_38
0.209,test,unsat,3405.226365804672,mnist_relu_4_1024_fgsm_02,image_38
0.533,test,sat,12.758754014968872,mnist_relu_4_1024_fgsm_02,image_61
0.265,test,sat,126.35528516769408,mnist_relu_4_1024_fgsm_02,image_61
0.267,test,cancelled,159.1962833404541,mnist_relu_4_1024_fgsm_02,image_61
0.175,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_61
0.087,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_61
0.133,test,unsat,3450.975772857666,mnist_relu_4_1024_fgsm_02,image_61
0.131,test,cancelled,3461.3332257270813,mnist_relu_4_1024_fgsm_02,image_61
0.221,test,unsat,3195.0427153110504,mnist_relu_4_1024_fgsm_02,image_61
0.179,test,cancelled,3207.409071445465,mnist_relu_4_1024_fgsm_02,image_61
0.235,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_61
0.249,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_61
0.241,test,unsat,2234.914669036865,mnist_relu_4_1024_fgsm_02,image_61
0.243,test,unsat,3150.161656856537,mnist_relu_4_1024_fgsm_02,image_61
0.255,test,unsat,2365.62419962883,mnist_relu_4_1024_fgsm_02,image_61
0.253,test,cancelled,1464.1594376564026,mnist_relu_4_1024_fgsm_02,image_61
0.259,test,unsat,2590.6802163124084,mnist_relu_4_1024_fgsm_02,image_61
0.261,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_61
0.263,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_61
0.533,test,sat,7.434277296066284,mnist_relu_4_1024_fgsm_02,image_66
0.265,test,unsat,3391.6337163448334,mnist_relu_4_1024_fgsm_02,image_66
0.399,test,sat,6.768021583557129,mnist_relu_4_1024_fgsm_02,image_66
0.333,test,sat,8.665595769882202,mnist_relu_4_1024_fgsm_02,image_66
0.267,test,unsat,3442.9099776744843,mnist_relu_4_1024_fgsm_02,image_66
0.299,test,sat,78.34800171852112,mnist_relu_4_1024_fgsm_02,image_66
0.301,test,cancelled,75.07166504859924,mnist_relu_4_1024_fgsm_02,image_66
0.287,test,sat,199.3607387542725,mnist_relu_4_1024_fgsm_02,image_66
0.275,test,sat,634.1313581466675,mnist_relu_4_1024_fgsm_02,image_66
0.277,test,cancelled,847.5072841644287,mnist_relu_4_1024_fgsm_02,image_66
0.269,test,sat,399.7647063732147,mnist_relu_4_1024_fgsm_02,image_66
0.271,test,cancelled,406.0568912029266,mnist_relu_4_1024_fgsm_02,image_66
0.533,test,sat,16.199323415756226,mnist_relu_4_1024_fgsm_02,image_14
0.267,test,sat,178.9598593711853,mnist_relu_4_1024_fgsm_02,image_14
0.265,test,sat,195.48599362373352,mnist_relu_4_1024_fgsm_02,image_14
0.131,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_14
0.133,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_14
0.129,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_14
0.135,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_14
0.137,test,unsat,2511.124181509018,mnist_relu_4_1024_fgsm_02,image_14
0.127,test,cancelled,2568.6179568767548,mnist_relu_4_1024_fgsm_02,image_14
0.221,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_14
0.179,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_14
0.177,test,unsat,3199.281176805496,mnist_relu_4_1024_fgsm_02,image_14
0.223,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_14
0.219,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_14
0.225,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_14
0.217,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_14
0.227,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_14
0.215,test,unsat,3564.52596783638,mnist_relu_4_1024_fgsm_02,image_14
0.229,test,unsat,3394.308042049408,mnist_relu_4_1024_fgsm_02,image_14
0.245,test,unsat,3065.120775461197,mnist_relu_4_1024_fgsm_02,image_14
0.247,test,unsat,3336.601403236389,mnist_relu_4_1024_fgsm_02,image_14
0.255,test,sat,49.82963371276856,mnist_relu_4_1024_fgsm_02,image_14
0.257,test,cancelled,6.400744438171387,mnist_relu_4_1024_fgsm_02,image_14
0.251,test,unsat,3116.603901863098,mnist_relu_4_1024_fgsm_02,image_14
0.249,test,cancelled,3122.8789553642277,mnist_relu_4_1024_fgsm_02,image_14
0.253,test,unsat,3163.990760564804,mnist_relu_4_1024_fgsm_02,image_14
0.533,test,sat,7.448604583740234,mnist_relu_4_1024_fgsm_02,image_68
0.267,test,sat,8.987336874008179,mnist_relu_4_1024_fgsm_02,image_68
0.265,test,sat,8.29869556427002,mnist_relu_4_1024_fgsm_02,image_68
0.133,test,unsat,3412.781180620193,mnist_relu_4_1024_fgsm_02,image_68
0.131,test,cancelled,3430.2777709960938,mnist_relu_4_1024_fgsm_02,image_68
0.177,test,unsat,3264.382119178772,mnist_relu_4_1024_fgsm_02,image_68
0.219,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_68
0.221,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_68
0.223,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_68
0.217,test,unsat,3205.7708942890167,mnist_relu_4_1024_fgsm_02,image_68
0.245,test,sat,18.91443681716919,mnist_relu_4_1024_fgsm_02,image_68
0.225,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_68
0.233,test,sat,458.3222393989563,mnist_relu_4_1024_fgsm_02,image_68
0.235,test,cancelled,1152.2515485286713,mnist_relu_4_1024_fgsm_02,image_68
0.229,test,sat,887.050299167633,mnist_relu_4_1024_fgsm_02,image_68
0.227,test,sat,2576.5823051929474,mnist_relu_4_1024_fgsm_02,image_68
0.533,test,sat,14.166167736053469,mnist_relu_4_1024_fgsm_02,image_13
0.265,test,unsat,2499.646233320236,mnist_relu_4_1024_fgsm_02,image_13
0.399,test,sat,10.329727172851562,mnist_relu_4_1024_fgsm_02,image_13
0.333,test,sat,13.498005151748655,mnist_relu_4_1024_fgsm_02,image_13
0.299,test,sat,21.15373659133911,mnist_relu_4_1024_fgsm_02,image_13
0.267,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_13
0.281,test,sat,604.2423458099365,mnist_relu_4_1024_fgsm_02,image_13
0.283,test,cancelled,1603.6721596717834,mnist_relu_4_1024_fgsm_02,image_13
0.275,test,sat,482.7210204601288,mnist_relu_4_1024_fgsm_02,image_13
0.271,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_13
0.269,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_13
0.273,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_13
0.533,test,sat,8.009811162948608,mnist_relu_4_1024_fgsm_02,image_9
0.267,test,unsat,2631.9745984077454,mnist_relu_4_1024_fgsm_02,image_9
0.265,test,cancelled,2624.398988962173,mnist_relu_4_1024_fgsm_02,image_9
0.443,test,sat,10.055044412612917,mnist_relu_4_1024_fgsm_02,image_9
0.355,test,sat,11.209253549575806,mnist_relu_4_1024_fgsm_02,image_9
0.353,test,sat,12.84770941734314,mnist_relu_4_1024_fgsm_02,image_9
0.309,test,sat,103.59848189353944,mnist_relu_4_1024_fgsm_02,image_9
0.311,test,cancelled,91.5760054588318,mnist_relu_4_1024_fgsm_02,image_9
0.281,test,unsat,3116.468752384186,mnist_relu_4_1024_fgsm_02,image_9
0.293,test,unsat,3160.7971391677856,mnist_relu_4_1024_fgsm_02,image_9
0.301,test,sat,1021.340060710907,mnist_relu_4_1024_fgsm_02,image_9
0.297,test,sat,1775.1727764606476,mnist_relu_4_1024_fgsm_02,image_9
0.295,test,unsat,2953.4504697322845,mnist_relu_4_1024_fgsm_02,image_9
0.267,test,sat,7.716519832611084,mnist_relu_4_1024_fgsm_02,image_26
0.533,test,cancelled,11.383881330490112,mnist_relu_4_1024_fgsm_02,image_26
0.177,test,unsat,3391.3242552280426,mnist_relu_4_1024_fgsm_02,image_26
0.089,test,cancelled,3395.211161136627,mnist_relu_4_1024_fgsm_02,image_26
0.235,test,unsat,3160.771011352539,mnist_relu_4_1024_fgsm_02,image_26
0.207,test,cancelled,3164.987520456314,mnist_relu_4_1024_fgsm_02,image_26
0.255,test,sat,967.8576838970184,mnist_relu_4_1024_fgsm_02,image_26
0.245,test,unsat,3395.9187908172607,mnist_relu_4_1024_fgsm_02,image_26
0.243,test,cancelled,2428.1629168987274,mnist_relu_4_1024_fgsm_02,image_26
0.251,test,sat,515.9310398101807,mnist_relu_4_1024_fgsm_02,image_26
0.249,test,sat,747.80553150177,mnist_relu_4_1024_fgsm_02,image_26
0.247,test,sat,1453.0759372711182,mnist_relu_4_1024_fgsm_02,image_26
0.533,test,sat,14.784554958343506,mnist_relu_4_1024_fgsm_02,image_21
0.267,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_21
0.265,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_21
0.263,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_21
0.269,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_21
0.261,test,unsat,3527.119138479233,mnist_relu_4_1024_fgsm_02,image_21
0.401,test,sat,8.741340398788452,mnist_relu_4_1024_fgsm_02,image_21
0.335,test,sat,10.192083835601808,mnist_relu_4_1024_fgsm_02,image_21
0.271,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_21
0.303,test,sat,160.93412518501282,mnist_relu_4_1024_fgsm_02,image_21
0.301,test,sat,2968.511777639389,mnist_relu_4_1024_fgsm_02,image_21
0.285,test,unsat,3516.904931306839,mnist_relu_4_1024_fgsm_02,image_21
0.293,test,sat,609.9478454589844,mnist_relu_4_1024_fgsm_02,image_21
0.287,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_21
0.289,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_21
0.291,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_21
0.267,test,sat,9.300323247909546,mnist_relu_4_1024_fgsm_02,image_0
0.533,test,cancelled,13.101430654525757,mnist_relu_4_1024_fgsm_02,image_0
0.177,test,unsat,3369.531360387802,mnist_relu_4_1024_fgsm_02,image_0
0.089,test,cancelled,3375.2431769371037,mnist_relu_4_1024_fgsm_02,image_0
0.207,test,unsat,2690.8342700004578,mnist_relu_4_1024_fgsm_02,image_0
0.235,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_0
0.237,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_0
0.239,test,unsat,3323.706629037857,mnist_relu_4_1024_fgsm_02,image_0
0.233,test,cancelled,637.3863379955292,mnist_relu_4_1024_fgsm_02,image_0
0.249,test,unsat,2824.400664806366,mnist_relu_4_1024_fgsm_02,image_0
0.257,test,unsat,2895.4745104312897,mnist_relu_4_1024_fgsm_02,image_0
0.259,test,sat,221.29883646965027,mnist_relu_4_1024_fgsm_02,image_0
0.263,test,cancelled,162.90385365486145,mnist_relu_4_1024_fgsm_02,image_0
0.533,test,sat,41.98276567459106,mnist_relu_4_1024_fgsm_02,image_82
0.265,test,unsat,3025.245377063751,mnist_relu_4_1024_fgsm_02,image_82
0.399,test,sat,58.27975940704346,mnist_relu_4_1024_fgsm_02,image_82
0.267,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_82
0.331,test,sat,537.2087278366089,mnist_relu_4_1024_fgsm_02,image_82
0.333,test,cancelled,948.9529464244844,mnist_relu_4_1024_fgsm_02,image_82
0.309,test,sat,530.2462902069092,mnist_relu_4_1024_fgsm_02,image_82
0.289,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_82
0.287,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_82
0.285,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_82
0.291,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_82
0.283,test,unsat,2938.238966703415,mnist_relu_4_1024_fgsm_02,image_82
0.293,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_82
