,split,result,runtime,network,image
0.533,test,sat,12.505523443222046,mnist_relu_4_1024_fgsm_02,image_41
0.267,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_41
0.265,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_41
0.263,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_41
0.269,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_41
0.261,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_41
0.271,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_41
0.259,test,unsat,2635.914365530014,mnist_relu_4_1024_fgsm_02,image_41
0.403,test,sat,189.8686592578888,mnist_relu_4_1024_fgsm_02,image_41
0.273,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_41
0.339,test,sat,609.35409283638,mnist_relu_4_1024_fgsm_02,image_41
0.337,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_41
0.305,test,unsat,3162.212624073029,mnist_relu_4_1024_fgsm_02,image_41
0.303,test,cancelled,968.1197645664216,mnist_relu_4_1024_fgsm_02,image_41
0.315,test,unsat,2833.253008365631,mnist_relu_4_1024_fgsm_02,image_41
0.325,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_41
0.327,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_41
0.323,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_41
0.329,test,unsat,3543.910305738449,mnist_relu_4_1024_fgsm_02,image_41
0.321,test,cancelled,2801.8168618679047,mnist_relu_4_1024_fgsm_02,image_41
0.331,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_41
0.333,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_41
0.335,test,sat,1903.571766614914,mnist_relu_4_1024_fgsm_02,image_41
0.533,test,sat,24.178991556167603,mnist_relu_4_1024_fgsm_02,image_90
0.265,test,unsat,2982.995928287506,mnist_relu_4_1024_fgsm_02,image_90
0.399,test,sat,47.93962025642395,mnist_relu_4_1024_fgsm_02,image_90
0.333,test,sat,438.9192068576813,mnist_relu_4_1024_fgsm_02,image_90
0.267,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_90
0.301,test,unsat,2929.3958213329315,mnist_relu_4_1024_fgsm_02,image_90
0.299,test,cancelled,2986.994122982025,mnist_relu_4_1024_fgsm_02,image_90
0.321,test,sat,484.2347638607025,mnist_relu_4_1024_fgsm_02,image_90
0.311,test,sat,491.4078042507172,mnist_relu_4_1024_fgsm_02,image_90
0.305,test,unsat,2921.876583337784,mnist_relu_4_1024_fgsm_02,image_90
0.309,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_90
0.307,test,unsat,3412.094418287277,mnist_relu_4_1024_fgsm_02,image_90
0.533,test,sat,7.793487787246704,mnist_relu_4_1024_fgsm_02,image_46
0.267,test,sat,443.1179623603821,mnist_relu_4_1024_fgsm_02,image_46
0.265,test,sat,575.9880256652832,mnist_relu_4_1024_fgsm_02,image_46
0.131,test,unsat,2834.603764772415,mnist_relu_4_1024_fgsm_02,image_46
0.133,test,unsat,2787.66001200676,mnist_relu_4_1024_fgsm_02,image_46
0.199,test,unsat,3483.632719516754,mnist_relu_4_1024_fgsm_02,image_46
0.197,test,cancelled,3393.473300218582,mnist_relu_4_1024_fgsm_02,image_46
0.221,test,unsat,3161.934081554413,mnist_relu_4_1024_fgsm_02,image_46
0.241,test,unsat,3356.420745372772,mnist_relu_4_1024_fgsm_02,image_46
0.243,test,sat,1897.3404576778407,mnist_relu_4_1024_fgsm_02,image_46
0.253,test,cancelled,1711.3681268692017,mnist_relu_4_1024_fgsm_02,image_46
0.533,test,sat,12.00206208229065,mnist_relu_4_1024_fgsm_02,image_97
0.267,test,unsat,3187.7217416763306,mnist_relu_4_1024_fgsm_02,image_97
0.265,test,cancelled,3176.046486139297,mnist_relu_4_1024_fgsm_02,image_97
0.443,test,sat,14.74408507347107,mnist_relu_4_1024_fgsm_02,image_97
0.355,test,sat,126.3885486125946,mnist_relu_4_1024_fgsm_02,image_97
0.353,test,sat,162.85590648651123,mnist_relu_4_1024_fgsm_02,image_97
0.311,test,sat,2251.292615175247,mnist_relu_4_1024_fgsm_02,image_97
0.309,test,sat,2807.00772190094,mnist_relu_4_1024_fgsm_02,image_97
0.287,test,unsat,3556.8148341178894,mnist_relu_4_1024_fgsm_02,image_97
0.289,test,unsat,3483.4443497657776,mnist_relu_4_1024_fgsm_02,image_97
0.297,test,sat,558.7382261753082,mnist_relu_4_1024_fgsm_02,image_97
0.299,test,cancelled,987.2375392913818,mnist_relu_4_1024_fgsm_02,image_97
0.293,test,unsat,3280.6946308612823,mnist_relu_4_1024_fgsm_02,image_97
0.291,test,cancelled,3289.086581468582,mnist_relu_4_1024_fgsm_02,image_97
0.295,test,unsat,3556.1291139125824,mnist_relu_4_1024_fgsm_02,image_97
0.533,test,sat,4.082040071487427,mnist_relu_4_1024_fgsm_02,image_99
0.267,test,sat,4.415355205535889,mnist_relu_4_1024_fgsm_02,image_99
0.265,test,sat,4.30857253074646,mnist_relu_4_1024_fgsm_02,image_99
0.131,test,unsat,3493.8098781108856,mnist_relu_4_1024_fgsm_02,image_99
0.133,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_99
0.199,test,unsat,3173.260402679444,mnist_relu_4_1024_fgsm_02,image_99
0.197,test,cancelled,3066.3900413513184,mnist_relu_4_1024_fgsm_02,image_99
0.241,test,sat,8.685590028762817,mnist_relu_4_1024_fgsm_02,image_99
0.221,test,sat,8.77236032485962,mnist_relu_4_1024_fgsm_02,image_99
0.219,test,sat,8.4228355884552,mnist_relu_4_1024_fgsm_02,image_99
0.207,test,sat,121.52744102478027,mnist_relu_4_1024_fgsm_02,image_99
0.209,test,cancelled,140.37118554115295,mnist_relu_4_1024_fgsm_02,image_99
0.203,test,sat,80.32664823532104,mnist_relu_4_1024_fgsm_02,image_99
0.201,test,sat,83.54686427116394,mnist_relu_4_1024_fgsm_02,image_99
0.533,test,sat,6.470884323120117,mnist_relu_4_1024_fgsm_02,image_34
0.267,test,sat,6.8261659145355225,mnist_relu_4_1024_fgsm_02,image_34
0.265,test,sat,92.21266841888428,mnist_relu_4_1024_fgsm_02,image_34
0.133,test,unsat,3449.3967690467834,mnist_relu_4_1024_fgsm_02,image_34
0.131,test,cancelled,3550.491863012314,mnist_relu_4_1024_fgsm_02,image_34
0.177,test,unsat,3024.706156015396,mnist_relu_4_1024_fgsm_02,image_34
0.219,test,unsat,3296.6114859581,mnist_relu_4_1024_fgsm_02,image_34
0.243,test,sat,97.21344351768494,mnist_relu_4_1024_fgsm_02,image_34
0.221,test,unsat,3412.067923069,mnist_relu_4_1024_fgsm_02,image_34
0.231,test,unsat,3178.6102225780487,mnist_relu_4_1024_fgsm_02,image_34
0.233,test,unsat,3451.082398414612,mnist_relu_4_1024_fgsm_02,image_34
0.237,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_34
0.235,test,unsat,2556.2970447540283,mnist_relu_4_1024_fgsm_02,image_34
0.239,test,unsat,3142.739269733429,mnist_relu_4_1024_fgsm_02,image_34
0.241,test,sat,1154.3620138168335,mnist_relu_4_1024_fgsm_02,image_34
0.267,test,sat,9.605451822280884,mnist_relu_4_1024_fgsm_02,image_33
0.533,test,cancelled,16.111499786376953,mnist_relu_4_1024_fgsm_02,image_33
0.089,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_33
0.177,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_33
0.131,test,unsat,3491.0009932518005,mnist_relu_4_1024_fgsm_02,image_33
0.133,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_33
0.199,test,unsat,3277.487171173096,mnist_relu_4_1024_fgsm_02,image_33
0.201,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_33
0.235,test,sat,122.13881039619446,mnist_relu_4_1024_fgsm_02,image_33
0.233,test,sat,1302.7202072143557,mnist_relu_4_1024_fgsm_02,image_33
0.217,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_33
0.215,test,unsat,2962.087242603302,mnist_relu_4_1024_fgsm_02,image_33
0.219,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_33
0.225,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_33
0.223,test,sat,1278.6435675621033,mnist_relu_4_1024_fgsm_02,image_33
0.227,test,cancelled,1624.4467639923096,mnist_relu_4_1024_fgsm_02,image_33
0.221,test,unsat,3310.3077120780945,mnist_relu_4_1024_fgsm_02,image_33
0.533,test,sat,16.63677954673767,mnist_relu_4_1024_fgsm_02,image_73
0.267,test,sat,158.92941904067993,mnist_relu_4_1024_fgsm_02,image_73
0.265,test,sat,142.03665041923523,mnist_relu_4_1024_fgsm_02,image_73
0.131,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_73
0.133,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_73
0.129,test,unsat,3200.35080909729,mnist_relu_4_1024_fgsm_02,image_73
0.135,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_73
0.199,test,unsat,2955.622926712036,mnist_relu_4_1024_fgsm_02,image_73
0.201,test,unsat,2879.5627393722534,mnist_relu_4_1024_fgsm_02,image_73
0.233,test,unsat,3482.992392063141,mnist_relu_4_1024_fgsm_02,image_73
0.231,test,cancelled,3165.3733825683594,mnist_relu_4_1024_fgsm_02,image_73
0.243,test,unsat,2925.448230266571,mnist_relu_4_1024_fgsm_02,image_73
0.253,test,unsat,2934.142707824707,mnist_relu_4_1024_fgsm_02,image_73
0.259,test,sat,717.4228048324585,mnist_relu_4_1024_fgsm_02,image_73
0.255,test,unsat,3044.6212532520294,mnist_relu_4_1024_fgsm_02,image_73
0.257,test,sat,2825.538726568222,mnist_relu_4_1024_fgsm_02,image_73
0.267,test,sat,9.285027980804443,mnist_relu_4_1024_fgsm_02,image_74
0.533,test,cancelled,14.292814016342165,mnist_relu_4_1024_fgsm_02,image_74
0.089,test,unsat,3475.354152441025,mnist_relu_4_1024_fgsm_02,image_74
0.177,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_74
0.175,test,unsat,2995.5009219646454,mnist_relu_4_1024_fgsm_02,image_74
0.179,test,unsat,3300.434259414673,mnist_relu_4_1024_fgsm_02,image_74
0.223,test,unsat,3226.822454214096,mnist_relu_4_1024_fgsm_02,image_74
0.221,test,cancelled,3052.344621658325,mnist_relu_4_1024_fgsm_02,image_74
0.251,test,sat,22.69000005722046,mnist_relu_4_1024_fgsm_02,image_74
0.235,test,unsat,3041.140050172806,mnist_relu_4_1024_fgsm_02,image_74
0.237,test,unsat,3539.353322744369,mnist_relu_4_1024_fgsm_02,image_74
0.243,test,sat,707.3486459255219,mnist_relu_4_1024_fgsm_02,image_74
0.245,test,cancelled,249.7959191799164,mnist_relu_4_1024_fgsm_02,image_74
0.239,test,sat,694.9069089889526,mnist_relu_4_1024_fgsm_02,image_74
0.241,test,cancelled,701.9653210639954,mnist_relu_4_1024_fgsm_02,image_74
0.267,test,sat,6.808563232421875,mnist_relu_4_1024_fgsm_02,image_19
0.533,test,cancelled,10.283529043197632,mnist_relu_4_1024_fgsm_02,image_19
0.177,test,unsat,3424.4116542339325,mnist_relu_4_1024_fgsm_02,image_19
0.089,test,cancelled,3428.154456138611,mnist_relu_4_1024_fgsm_02,image_19
0.235,test,sat,836.5278749465942,mnist_relu_4_1024_fgsm_02,image_19
0.207,test,unsat,3359.464568376541,mnist_relu_4_1024_fgsm_02,image_19
0.205,test,cancelled,2523.143252134323,mnist_relu_4_1024_fgsm_02,image_19
0.225,test,sat,475.7237701416016,mnist_relu_4_1024_fgsm_02,image_19
0.217,test,sat,485.8541507720947,mnist_relu_4_1024_fgsm_02,image_19
0.215,test,unsat,3337.912117242813,mnist_relu_4_1024_fgsm_02,image_19
0.211,test,cancelled,3332.271484375,mnist_relu_4_1024_fgsm_02,image_19
0.533,test,sat,7.509901523590088,mnist_relu_4_1024_fgsm_02,image_65
0.265,test,sat,102.36951684951782,mnist_relu_4_1024_fgsm_02,image_65
0.267,test,cancelled,122.96159386634828,mnist_relu_4_1024_fgsm_02,image_65
0.175,test,unsat,3293.3264124393463,mnist_relu_4_1024_fgsm_02,image_65
0.087,test,cancelled,3302.9932272434235,mnist_relu_4_1024_fgsm_02,image_65
0.233,test,unsat,3323.072240829468,mnist_relu_4_1024_fgsm_02,image_65
0.205,test,cancelled,3330.0409836769104,mnist_relu_4_1024_fgsm_02,image_65
0.253,test,sat,2386.4542894363403,mnist_relu_4_1024_fgsm_02,image_65
0.243,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_65
0.241,test,unsat,3542.937249660492,mnist_relu_4_1024_fgsm_02,image_65
0.245,test,unsat,3019.5279433727264,mnist_relu_4_1024_fgsm_02,image_65
0.249,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_65
0.247,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_65
0.251,test,sat,1511.3745565414429,mnist_relu_4_1024_fgsm_02,image_65
0.267,test,sat,10.290884256362917,mnist_relu_4_1024_fgsm_02,image_62
0.533,test,cancelled,19.06887578964233,mnist_relu_4_1024_fgsm_02,image_62
0.089,test,unsat,3281.36042881012,mnist_relu_4_1024_fgsm_02,image_62
0.177,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_62
0.179,test,unsat,2472.135271549225,mnist_relu_4_1024_fgsm_02,image_62
0.175,test,cancelled,2173.167516708374,mnist_relu_4_1024_fgsm_02,image_62
0.237,test,sat,1506.9117214679718,mnist_relu_4_1024_fgsm_02,image_62
0.209,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_62
0.207,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_62
0.205,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_62
0.211,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_62
0.203,test,unsat,2944.451426267624,mnist_relu_4_1024_fgsm_02,image_62
0.213,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_62
0.225,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_62
0.227,test,sat,79.40286135673523,mnist_relu_4_1024_fgsm_02,image_62
0.223,test,unsat,2450.652621984482,mnist_relu_4_1024_fgsm_02,image_62
0.217,test,cancelled,928.9786245822906,mnist_relu_4_1024_fgsm_02,image_62
0.533,test,sat,11.063987493515016,mnist_relu_4_1024_fgsm_02,image_10
0.267,test,sat,12.301517009735107,mnist_relu_4_1024_fgsm_02,image_10
0.265,test,sat,11.79848313331604,mnist_relu_4_1024_fgsm_02,image_10
0.133,test,unsat,3455.490869283676,mnist_relu_4_1024_fgsm_02,image_10
0.131,test,cancelled,3485.269576072693,mnist_relu_4_1024_fgsm_02,image_10
0.219,test,unsat,3388.607527256012,mnist_relu_4_1024_fgsm_02,image_10
0.177,test,cancelled,3399.1716787815094,mnist_relu_4_1024_fgsm_02,image_10
0.249,test,sat,152.3287160396576,mnist_relu_4_1024_fgsm_02,image_10
0.233,test,sat,1511.1446013450625,mnist_relu_4_1024_fgsm_02,image_10
0.235,test,cancelled,1688.0659573078156,mnist_relu_4_1024_fgsm_02,image_10
0.223,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_10
0.227,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_10
0.221,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_10
0.229,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_10
0.225,test,unsat,2555.7410078048706,mnist_relu_4_1024_fgsm_02,image_10
0.231,test,unsat,2890.31581568718,mnist_relu_4_1024_fgsm_02,image_10
0.533,test,sat,11.072956562042236,mnist_relu_4_1024_fgsm_02,image_17
0.267,test,sat,140.51825499534607,mnist_relu_4_1024_fgsm_02,image_17
0.265,test,sat,229.42633867263797,mnist_relu_4_1024_fgsm_02,image_17
0.131,test,unsat,3575.2061915397644,mnist_relu_4_1024_fgsm_02,image_17
0.133,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_17
0.199,test,unsat,3382.146884918213,mnist_relu_4_1024_fgsm_02,image_17
0.197,test,cancelled,3266.7052824497223,mnist_relu_4_1024_fgsm_02,image_17
0.241,test,unsat,3169.6383731365204,mnist_relu_4_1024_fgsm_02,image_17
0.221,test,cancelled,3176.697779893875,mnist_relu_4_1024_fgsm_02,image_17
0.255,test,sat,244.23000574111936,mnist_relu_4_1024_fgsm_02,image_17
0.247,test,sat,733.3312537670135,mnist_relu_4_1024_fgsm_02,image_17
0.249,test,cancelled,985.4071567058564,mnist_relu_4_1024_fgsm_02,image_17
0.245,test,sat,311.25553035736084,mnist_relu_4_1024_fgsm_02,image_17
0.243,test,sat,367.537497997284,mnist_relu_4_1024_fgsm_02,image_17
0.533,test,sat,13.233915567398071,mnist_relu_4_1024_fgsm_02,image_22
0.267,test,sat,17.306854724884033,mnist_relu_4_1024_fgsm_02,image_22
0.265,test,sat,14.452433347702026,mnist_relu_4_1024_fgsm_02,image_22
0.131,test,sat,238.54784417152405,mnist_relu_4_1024_fgsm_02,image_22
0.133,test,cancelled,228.24567103385925,mnist_relu_4_1024_fgsm_02,image_22
0.043,test,unsat,10.724647998809814,mnist_relu_4_1024_fgsm_02,image_22
0.087,test,unsat,3392.3325345516205,mnist_relu_4_1024_fgsm_02,image_22
0.085,test,cancelled,3423.648897886276,mnist_relu_4_1024_fgsm_02,image_22
0.115,test,sat,626.621090888977,mnist_relu_4_1024_fgsm_02,image_22
0.101,test,sat,733.7622141838074,mnist_relu_4_1024_fgsm_02,image_22
0.093,test,sat,468.3776235580444,mnist_relu_4_1024_fgsm_02,image_22
0.099,test,cancelled,588.5414283275604,mnist_relu_4_1024_fgsm_02,image_22
0.089,test,unsat,3525.485736846924,mnist_relu_4_1024_fgsm_02,image_22
0.091,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_22
0.533,test,sat,26.78345513343811,mnist_relu_4_1024_fgsm_02,image_88
0.267,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_88
0.265,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_88
0.263,test,unsat,2991.400053501129,mnist_relu_4_1024_fgsm_02,image_88
0.401,test,sat,15.4063560962677,mnist_relu_4_1024_fgsm_02,image_88
0.335,test,sat,80.63947486877441,mnist_relu_4_1024_fgsm_02,image_88
0.269,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_88
0.303,test,unsat,2865.691316843033,mnist_relu_4_1024_fgsm_02,image_88
0.301,test,cancelled,3394.5533952713013,mnist_relu_4_1024_fgsm_02,image_88
0.323,test,sat,1081.57266664505,mnist_relu_4_1024_fgsm_02,image_88
0.313,test,unsat,3378.200933933258,mnist_relu_4_1024_fgsm_02,image_88
0.311,test,cancelled,2296.7270214557648,mnist_relu_4_1024_fgsm_02,image_88
0.319,test,unsat,3167.225435733795,mnist_relu_4_1024_fgsm_02,image_88
0.317,test,cancelled,3178.3164620399475,mnist_relu_4_1024_fgsm_02,image_88
0.321,test,sat,2929.664371967316,mnist_relu_4_1024_fgsm_02,image_88
0.533,test,sat,6.200376749038696,mnist_relu_4_1024_fgsm_02,image_59
0.267,test,sat,6.623309373855591,mnist_relu_4_1024_fgsm_02,image_59
0.265,test,sat,6.482430934906006,mnist_relu_4_1024_fgsm_02,image_59
0.131,test,unsat,3183.2918457984924,mnist_relu_4_1024_fgsm_02,image_59
0.133,test,unsat,3222.279424190521,mnist_relu_4_1024_fgsm_02,image_59
0.199,test,unsat,3140.824785709381,mnist_relu_4_1024_fgsm_02,image_59
0.197,test,cancelled,3095.724428892136,mnist_relu_4_1024_fgsm_02,image_59
0.221,test,unsat,3420.44727063179,mnist_relu_4_1024_fgsm_02,image_59
0.241,test,unsat,3454.424488306045,mnist_relu_4_1024_fgsm_02,image_59
0.253,test,sat,4.294107437133789,mnist_relu_4_1024_fgsm_02,image_59
0.247,test,sat,11.65710711479187,mnist_relu_4_1024_fgsm_02,image_59
0.243,test,unsat,3437.93868470192,mnist_relu_4_1024_fgsm_02,image_59
0.245,test,unsat,3408.734426736832,mnist_relu_4_1024_fgsm_02,image_59
0.533,test,sat,4.167036056518555,mnist_relu_4_1024_fgsm_02,image_25
0.267,test,sat,4.3772947788238525,mnist_relu_4_1024_fgsm_02,image_25
0.265,test,sat,4.207533121109009,mnist_relu_4_1024_fgsm_02,image_25
0.133,test,unsat,3479.104273796081,mnist_relu_4_1024_fgsm_02,image_25
0.131,test,cancelled,3490.1214587688446,mnist_relu_4_1024_fgsm_02,image_25
0.219,test,sat,55.37524104118347,mnist_relu_4_1024_fgsm_02,image_25
0.177,test,unsat,3320.0634727478027,mnist_relu_4_1024_fgsm_02,image_25
0.175,test,cancelled,3265.335357666016,mnist_relu_4_1024_fgsm_02,image_25
0.203,test,sat,207.73841524124143,mnist_relu_4_1024_fgsm_02,image_25
0.191,test,sat,1035.3656966686249,mnist_relu_4_1024_fgsm_02,image_25
0.189,test,unsat,3349.226802587509,mnist_relu_4_1024_fgsm_02,image_25
0.183,test,cancelled,2525.7444672584534,mnist_relu_4_1024_fgsm_02,image_25
0.267,test,sat,13.045743227005005,mnist_relu_4_1024_fgsm_02,image_4
0.533,test,cancelled,21.27228045463562,mnist_relu_4_1024_fgsm_02,image_4
0.177,test,sat,116.44997930526732,mnist_relu_4_1024_fgsm_02,image_4
0.089,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_4
0.087,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_4
0.085,test,unsat,3270.2666018009186,mnist_relu_4_1024_fgsm_02,image_4
0.091,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_4
0.133,test,unsat,2660.938603401184,mnist_relu_4_1024_fgsm_02,image_4
0.135,test,unsat,2966.457564592361,mnist_relu_4_1024_fgsm_02,image_4
0.157,test,unsat,2806.812209129333,mnist_relu_4_1024_fgsm_02,image_4
0.155,test,cancelled,3563.697005033493,mnist_relu_4_1024_fgsm_02,image_4
0.163,test,sat,136.3539261817932,mnist_relu_4_1024_fgsm_02,image_4
0.169,test,cancelled,147.40246176719666,mnist_relu_4_1024_fgsm_02,image_4
0.159,test,unsat,3349.8243305683136,mnist_relu_4_1024_fgsm_02,image_4
0.161,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_4
0.533,test,sat,43.44484066963196,mnist_relu_4_1024_fgsm_02,image_86
0.267,test,sat,44.23601341247559,mnist_relu_4_1024_fgsm_02,image_86
0.265,test,sat,40.1839873790741,mnist_relu_4_1024_fgsm_02,image_86
0.131,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_86
0.133,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_86
0.129,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_86
0.135,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_86
0.137,test,unsat,3082.8077068328857,mnist_relu_4_1024_fgsm_02,image_86
0.127,test,cancelled,3183.4163343906403,mnist_relu_4_1024_fgsm_02,image_86
0.221,test,sat,371.2543566226959,mnist_relu_4_1024_fgsm_02,image_86
0.179,test,sat,2060.347970724106,mnist_relu_4_1024_fgsm_02,image_86
0.177,test,sat,1887.038603067398,mnist_relu_4_1024_fgsm_02,image_86
0.155,test,sat,2722.3853707313538,mnist_relu_4_1024_fgsm_02,image_86
0.157,test,cancelled,2963.94136929512,mnist_relu_4_1024_fgsm_02,image_86
0.143,test,unsat,3420.4838399887085,mnist_relu_4_1024_fgsm_02,image_86
0.147,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_86
0.149,test,unsat,3168.411854028702,mnist_relu_4_1024_fgsm_02,image_86
0.151,test,sat,3488.522770404816,mnist_relu_4_1024_fgsm_02,image_86
0.153,test,cancelled,483.5852336883545,mnist_relu_4_1024_fgsm_02,image_86
0.533,test,sat,5.949251174926758,mnist_relu_4_1024_fgsm_02,image_57
0.267,test,sat,6.466611623764038,mnist_relu_4_1024_fgsm_02,image_57
0.265,test,sat,6.331267595291138,mnist_relu_4_1024_fgsm_02,image_57
0.133,test,unsat,3216.964349746704,mnist_relu_4_1024_fgsm_02,image_57
0.131,test,cancelled,3231.1815996170044,mnist_relu_4_1024_fgsm_02,image_57
0.219,test,sat,78.36184525489807,mnist_relu_4_1024_fgsm_02,image_57
0.177,test,unsat,3299.3990285396576,mnist_relu_4_1024_fgsm_02,image_57
0.175,test,cancelled,3221.698358774185,mnist_relu_4_1024_fgsm_02,image_57
0.191,test,sat,56.55117034912109,mnist_relu_4_1024_fgsm_02,image_57
0.203,test,cancelled,60.118836402893066,mnist_relu_4_1024_fgsm_02,image_57
0.181,test,unsat,3510.1738636493683,mnist_relu_4_1024_fgsm_02,image_57
0.185,test,unsat,3545.5539541244507,mnist_relu_4_1024_fgsm_02,image_57
0.189,test,unsat,3394.706730604172,mnist_relu_4_1024_fgsm_02,image_57
0.187,test,cancelled,3434.035885572433,mnist_relu_4_1024_fgsm_02,image_57
0.533,test,sat,12.410192489624023,mnist_relu_4_1024_fgsm_02,image_3
0.267,test,sat,14.633707523345947,mnist_relu_4_1024_fgsm_02,image_3
0.265,test,sat,14.30351424217224,mnist_relu_4_1024_fgsm_02,image_3
0.133,test,unsat,3424.43655705452,mnist_relu_4_1024_fgsm_02,image_3
0.131,test,cancelled,3457.083333969116,mnist_relu_4_1024_fgsm_02,image_3
0.177,test,unsat,3192.9171528816223,mnist_relu_4_1024_fgsm_02,image_3
0.219,test,unsat,3386.3948283195496,mnist_relu_4_1024_fgsm_02,image_3
0.243,test,sat,62.50864124298096,mnist_relu_4_1024_fgsm_02,image_3
0.221,test,unsat,3289.5489151477814,mnist_relu_4_1024_fgsm_02,image_3
0.233,test,sat,117.35725474357604,mnist_relu_4_1024_fgsm_02,image_3
0.231,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_3
0.225,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_3
0.227,test,unsat,3341.699921607971,mnist_relu_4_1024_fgsm_02,image_3
0.223,test,cancelled,192.3015513420105,mnist_relu_4_1024_fgsm_02,image_3
0.229,test,unsat,3244.0438928604126,mnist_relu_4_1024_fgsm_02,image_3
0.533,test,sat,19.650495290756226,mnist_relu_4_1024_fgsm_02,image_81
0.267,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_81
0.265,test,timeout,3600.0,mnist_relu_4_1024_fgsm_02,image_81
0.269,test,unsat,3082.2321333885197,mnist_relu_4_1024_fgsm_02,image_81
0.263,test,cancelled,3141.393652677536,mnist_relu_4_1024_fgsm_02,image_81
0.357,test,sat,42.920923471450806,mnist_relu_4_1024_fgsm_02,image_81
0.443,test,cancelled,70.06592059135437,mnist_relu_4_1024_fgsm_02,image_81
0.327,test,sat,58.06939697265625,mnist_relu_4_1024_fgsm_02,image_81
0.297,test,sat,240.05612540245056,mnist_relu_4_1024_fgsm_02,image_81
0.299,test,cancelled,349.29971408843994,mnist_relu_4_1024_fgsm_02,image_81
0.287,test,sat,1104.1580584049225,mnist_relu_4_1024_fgsm_02,image_81
0.279,test,unsat,3347.345358133316,mnist_relu_4_1024_fgsm_02,image_81
0.277,test,cancelled,2243.777612686157,mnist_relu_4_1024_fgsm_02,image_81
0.283,test,sat,499.2689454555512,mnist_relu_4_1024_fgsm_02,image_81
0.281,test,sat,608.3412742614746,mnist_relu_4_1024_fgsm_02,image_81
0.267,test,sat,13.10538387298584,mnist_relu_4_1024_fgsm_02,image_50
0.533,test,cancelled,18.69777107238769,mnist_relu_4_1024_fgsm_02,image_50
0.177,test,unsat,3024.5266094207764,mnist_relu_4_1024_fgsm_02,image_50
