,image_id,epsilon_value,total_time,smallest_sat_value,network_path,split,training,tmp_path,original_label
1678,58,0.287,27718.46576,0.321,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_58,9.0
1679,59,0.283,24331.12755,0.317,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_59,5.0
1680,60,0.301,18098.83269,0.323,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_60,7.0
1681,61,0.259,56877.41558,0.325,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_61,8.0
1682,62,0.137,11779.28775,0.147,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_62,9.0
1683,63,0.161,18334.90358,0.187,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_63,3.0
1684,64,0.299,24277.72422,0.323,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_64,7.0
1685,65,0.193,71230.32019,0.275,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_65,4.0
1686,66,0.261,63922.71458,0.341,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_66,6.0
1687,67,0.301,14624.69272,0.321,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_67,4.0
1688,68,0.281,38643.90066,0.325,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_68,3.0
1689,69,0.305,25513.78222,0.343,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_69,0.0
1690,70,0.307,14906.05179,0.327,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_70,7.0
1691,72,0.301,22885.07184,0.327,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_72,2.0
1692,73,0.233,29905.66933,0.261,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_73,9.0
1693,74,0.293,18534.42357,0.317,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_74,1.0
1694,75,0.289,28619.76475,0.321,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_75,7.0
1695,76,0.301,18523.016,0.325,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_76,3.0
1696,77,0.271,52278.6215,0.327,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_77,2.0
1697,78,0.239,54738.31116,0.303,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_78,9.0
1698,79,0.295,25499.93475,0.329,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_79,7.0
1699,80,0.299,7710.600425,0.309,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_80,7.0
1700,81,0.303,21009.29085,0.333,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_81,6.0
1701,82,0.309,21770.58339,0.343,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_82,2.0
1702,83,0.305,11370.69168,0.319,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_83,7.0
1703,84,0.239,65442.72422,0.325,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_84,8.0
1704,85,0.301,18872.12688,0.329,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_85,4.0
1705,86,0.303,32088.99074,0.341,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_86,7.0
1706,87,0.291,28459.34855,0.323,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_87,3.0
1707,88,0.305,20065.15333,0.331,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_88,6.0
1708,89,0.301,7465.248047,0.309,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_89,1.0
1709,90,0.301,21784.3275,0.329,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_90,3.0
1710,91,0.301,25740.32982,0.335,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_91,6.0
1711,92,0.183,27210.50338,0.215,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_92,9.0
1712,93,0.243,65242.23798,0.321,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_93,3.0
1713,94,0.301,14515.14878,0.323,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_94,1.0
1714,95,0.227,92804.00749,0.331,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_95,4.0
1715,96,0.301,7721.458842,0.313,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_96,1.0
1716,97,0.297,23722.69205,0.325,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_97,7.0
1717,98,0.301,18146.24326,0.327,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_98,6.0
1718,99,0.301,21744.55664,0.333,convMedGRELU__PGDK_w_0.3.onnx,test,PGDK_w_0.3,image_99,9.0
1719,0,0.211,46084.85122,0.265,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_0,5.0
1720,1,0.305,26123.12699,0.343,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_1,0.0
1721,2,0.285,28778.32621,0.317,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_2,4.0
1722,3,0.309,12267.58665,0.327,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_3,1.0
1723,4,0.301,15978.45115,0.321,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_4,9.0
1724,5,0.271,42568.22541,0.323,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_5,2.0
1725,6,0.305,13771.59826,0.321,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_6,1.0
1726,7,0.297,27344.6212,0.329,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_7,3.0
1727,8,0.303,11547.0078,0.319,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_8,1.0
1728,9,0.299,28918.57163,0.337,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_9,4.0
1729,10,0.281,34825.23855,0.321,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_10,3.0
1730,11,0.305,11138.96102,0.323,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_11,5.0
1731,12,0.313,30470.2651,0.357,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_12,3.0
1732,13,0.283,42775.36772,0.333,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_13,6.0
1733,14,0.303,11017.61842,0.323,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_14,1.0
1734,15,0.299,25330.23253,0.329,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_15,7.0
1735,16,0.301,20348.11595,0.325,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_16,2.0
1736,17,0.251,56281.32368,0.321,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_17,8.0
1737,18,0.251,60909.35143,0.323,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_18,6.0
1738,19,0.263,63169.11336,0.331,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_19,9.0
1739,20,0.303,21739.06555,0.335,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_20,4.0
1740,21,0.305,24043.46968,0.343,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_21,0.0
1741,22,0.261,38319.08433,0.305,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_22,9.0
1742,23,0.309,11363.82926,0.327,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_23,1.0
1743,24,0.185,46709.0839,0.235,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_24,1.0
1744,25,0.283,36032.83118,0.325,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_25,2.0
1745,26,0.285,25135.23294,0.315,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_26,4.0
1746,27,0.305,32779.62576,0.345,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_27,3.0
1747,28,0.303,21682.87117,0.325,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_28,2.0
1748,29,0.281,36050.05364,0.321,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_29,7.0
1749,30,0.227,72562.23482,0.317,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_30,3.0
1750,31,0.301,18311.86044,0.333,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_31,8.0
1751,32,0.293,21901.63442,0.327,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_32,6.0
1752,33,0.217,80965.54073,0.315,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_33,9.0
1753,34,0.233,83387.93983,0.335,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_34,0.0
1754,35,0.301,16288.36348,0.325,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_35,5.0
1755,36,0.299,18285.88324,0.327,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_36,6.0
1756,37,0.279,38451.13652,0.339,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_37,0.0
1757,38,0.283,31280.89116,0.319,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_38,7.0
1758,39,0.235,60255.88356,0.309,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_39,6.0
1759,40,0.301,18093.2032,0.325,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_40,1.0
1760,41,0.267,56540.67864,0.335,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_41,8.0
1761,42,0.283,31931.79485,0.317,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_42,7.0
1762,43,0.291,23788.8687,0.317,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_43,9.0
1763,44,0.293,26083.82646,0.327,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_44,3.0
1764,45,0.299,21737.62976,0.333,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_45,9.0
1765,46,0.259,60366.71425,0.341,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_46,8.0
1766,47,0.315,15531.57103,0.339,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_47,5.0
1767,48,0.073,117.9935997,0.075,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_48,9.0
1768,49,0.201,41236.18257,0.247,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_49,3.0
1769,50,0.299,25352.63797,0.337,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_50,3.0
1770,51,0.307,24984.70168,0.345,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_51,0.0
1771,52,0.303,15551.98919,0.323,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_52,7.0
1772,53,0.147,97464.76104,0.263,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_53,4.0
1773,54,0.059,121.6634295,0.061,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_54,9.0
1774,55,0.263,63633.16882,0.337,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_55,8.0
1775,56,0.305,29195.38212,0.345,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_56,0.0
1776,57,0.269,56402.47058,0.333,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_57,9.0
1777,58,0.299,25302.11033,0.327,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_58,4.0
1778,59,0.309,15351.54271,0.329,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_59,1.0
1779,60,0.303,5705.151263,0.311,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_60,4.0
1780,61,0.261,68558.77207,0.339,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_61,4.0
1781,62,0.283,38991.53458,0.325,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_62,6.0
1782,63,0.273,50422.74534,0.331,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_63,0.0
1783,64,0.303,22293.55426,0.329,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_64,4.0
1784,65,0.309,17494.20534,0.329,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_65,5.0
1785,66,0.307,28054.81297,0.341,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_66,6.0
1786,67,0.229,68015.78951,0.307,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_67,1.0
1787,68,0.305,20163.2375,0.331,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_68,0.0
1788,69,0.269,36831.57202,0.331,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_69,0.0
1789,70,0.219,36991.22105,0.263,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_70,1.0
1790,71,0.285,22118.26949,0.325,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_71,7.0
1791,72,0.303,14519.91538,0.325,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_72,1.0
1792,73,0.269,34354.60973,0.333,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_73,6.0
1793,74,0.303,18272.5257,0.335,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_74,3.0
1794,75,0.289,19515.60412,0.321,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_75,0.0
1795,76,0.299,19657.13312,0.337,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_76,2.0
1796,77,0.303,14513.00131,0.327,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_77,1.0
1797,78,0.297,11292.45927,0.315,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_78,1.0
1798,79,0.295,20050.93319,0.319,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_79,7.0
1799,82,0.307,25520.27449,0.341,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_82,2.0
1800,83,0.299,21741.62791,0.333,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_83,6.0
1801,84,0.307,14980.53744,0.327,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_84,7.0
1802,85,0.233,76746.06037,0.337,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_85,8.0
1803,86,0.299,21732.97236,0.333,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_86,3.0
1804,87,0.277,35689.10937,0.323,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_87,9.0
1805,89,0.301,19137.42131,0.323,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_89,4.0
1806,90,0.301,23197.0267,0.335,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_90,6.0
1807,91,0.301,18424.03387,0.323,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_91,7.0
1808,92,0.283,32592.866,0.325,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_92,4.0
1809,93,0.285,34353.30715,0.327,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_93,6.0
1810,94,0.295,21052.09859,0.321,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_94,8.0
1811,96,0.303,15344.97958,0.323,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_96,7.0
1812,97,0.285,35886.59541,0.335,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_97,8.0
1813,98,0.305,18743.92678,0.329,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_98,3.0
1814,99,0.303,10958.18738,0.323,convMedGRELU__PGDK_w_0.3.onnx,train,PGDK_w_0.3,image_99,1.0
1815,0,0.139,47051.00326,0.199,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_0,7.0
1816,1,0.163,53931.54884,0.237,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_1,2.0
1817,2,0.139,30759.39258,0.181,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_2,1.0
1818,3,0.135,57868.35351,0.221,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_3,0.0
1819,4,0.137,27642.76189,0.175,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_4,4.0
1820,5,0.143,41391.07074,0.199,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_5,1.0
1821,6,0.125,18947.4609,0.145,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_6,4.0
1822,7,0.135,27359.53121,0.165,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_7,9.0
1823,8,0.123,15472.83907,0.143,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_8,5.0
1824,9,0.131,42860.07515,0.177,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_9,9.0
1825,10,0.147,59276.18063,0.249,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_10,0.0
1826,12,0.131,33372.12293,0.173,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_12,9.0
1827,13,0.151,46188.39574,0.231,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_13,0.0
1828,14,0.139,43374.10469,0.201,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_14,1.0
1829,15,0.135,26714.49658,0.165,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_15,5.0
1830,16,0.133,40625.60802,0.193,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_16,9.0
1831,17,0.131,50561.56425,0.191,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_17,7.0
1832,18,0.101,11260.65711,0.121,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_18,3.0
1833,19,0.135,25652.63989,0.179,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_19,4.0
1834,20,0.117,23316.80846,0.149,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_20,9.0
1835,21,0.129,23043.28345,0.163,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_21,6.0
1836,22,0.135,32542.26352,0.209,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_22,6.0
1837,23,0.139,32513.4426,0.201,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_23,5.0
1838,24,0.121,19701.49334,0.149,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_24,4.0
1839,25,0.145,42078.07187,0.207,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_25,0.0
1840,26,0.131,28952.10869,0.169,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_26,7.0
1841,27,0.143,40935.96623,0.195,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_27,4.0
1842,28,0.129,54208.1587,0.207,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_28,0.0
1843,29,0.141,42802.1582,0.193,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_29,1.0
1844,30,0.145,47036.38404,0.217,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_30,3.0
1845,31,0.135,32572.70416,0.179,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_31,1.0
1846,32,0.149,40552.92859,0.209,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_32,3.0
1847,33,0.073,369.9072757,0.075,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_33,4.0
1848,34,0.143,44211.95508,0.199,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_34,7.0
1849,35,0.153,51645.38143,0.223,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_35,2.0
1850,36,0.131,15524.11842,0.149,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_36,7.0
1851,37,0.143,35091.90328,0.189,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_37,1.0
1852,38,0.131,34426.64091,0.179,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_38,2.0
1853,39,0.131,32588.07372,0.177,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_39,1.0
1854,40,0.131,25373.74804,0.173,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_40,1.0
1855,41,0.121,28910.43711,0.153,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_41,7.0
1856,42,0.139,36505.08586,0.189,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_42,4.0
1857,43,0.131,26272.02158,0.163,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_43,2.0
1858,44,0.135,32549.50803,0.177,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_44,3.0
1859,45,0.127,33304.53406,0.165,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_45,5.0
1860,46,0.133,36164.85008,0.183,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_46,1.0
1861,47,0.131,36266.93406,0.197,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_47,2.0
1862,48,0.129,15704.79501,0.147,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_48,4.0
1863,49,0.137,28957.90321,0.179,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_49,4.0
1864,50,0.135,39892.52373,0.191,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_50,6.0
1865,51,0.145,50841.83439,0.227,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_51,3.0
1866,52,0.129,50596.03088,0.199,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_52,5.0
1867,53,0.131,33331.60577,0.179,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_53,5.0
1868,54,0.137,57842.21254,0.221,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_54,6.0
1869,56,0.153,42282.09625,0.203,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_56,4.0
1870,57,0.141,29703.62681,0.183,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_57,1.0
1871,58,0.131,46996.02428,0.195,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_58,9.0
1872,59,0.123,12373.92198,0.143,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_59,5.0
1873,61,0.133,32946.94357,0.181,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_61,8.0
1874,62,0.091,29027.29128,0.127,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_62,9.0
1875,63,0.125,11431.97728,0.145,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_63,3.0
1876,64,0.139,31749.13485,0.177,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_64,7.0
1877,65,0.109,29392.15283,0.149,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_65,4.0
1878,66,0.131,43606.00792,0.203,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_66,6.0
1879,67,0.131,25896.15709,0.159,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_67,4.0
1880,68,0.143,54259.76833,0.225,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_68,3.0
1881,69,0.149,52104.33201,0.235,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_69,0.0
1882,70,0.147,41015.17578,0.197,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_70,7.0
1883,72,0.145,39982.60493,0.205,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_72,2.0
1884,73,0.123,21995.34109,0.151,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_73,9.0
1885,74,0.143,33768.96267,0.185,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_74,1.0
1886,75,0.141,36691.42477,0.197,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_75,7.0
1887,76,0.135,39792.70673,0.193,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_76,3.0
1888,77,0.139,36995.9324,0.197,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_77,2.0
1889,78,0.117,24317.78883,0.141,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_78,9.0
1890,79,0.133,43405.17508,0.191,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_79,7.0
1891,80,0.135,26329.56235,0.169,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_80,7.0
1892,81,0.135,43454.29298,0.195,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_81,6.0
1893,82,0.167,44234.7866,0.239,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_82,2.0
1894,83,0.119,50554.2408,0.179,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_83,7.0
1895,84,0.125,54448.33351,0.207,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_84,8.0
1896,85,0.127,36143.64884,0.171,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_85,4.0
1897,94,0.059,849.1007073,0.341,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_94,1.0
1898,99,0.145,47167.45433,0.221,convMedGRELU__PGDK_w_0.1.onnx,test,PGDK_w_0.1,image_99,9.0
