,image_id,epsilon_value,total_time,smallest_sat_value,network_path,split,training,tmp_path,original_label
0,80,0.173,10063.34101,0.179,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_80,7.0
1,0,0.241,10261.31713,0.243,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_0,7.0
2,30,0.215,11946.31947,0.217,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_30,3.0
3,60,0.249,12151.4452,0.251,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_60,7.0
4,10,0.287,12950.68625,0.289,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_10,0.0
5,40,0.203,13014.36862,0.207,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_40,1.0
6,90,0.269,13392.3933,0.273,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_90,3.0
7,20,0.285,14940.44543,0.287,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_20,9.0
8,50,0.239,16246.92066,0.245,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_50,6.0
9,31,0.205,6484.171746,0.207,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_31,1.0
10,32,0.265,3073.527649,0.267,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_32,3.0
11,51,0.201,7528.466952,0.203,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_51,3.0
12,81,0.253,16114.59427,0.257,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_81,6.0
13,70,0.255,26534.95302,0.259,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_70,7.0
14,91,0.267,13924.50135,0.279,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_91,6.0
15,41,0.205,16225.78803,0.207,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_41,7.0
16,21,0.205,14485.64539,0.207,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_21,6.0
17,82,0.309,6114.374588,0.311,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_82,2.0
18,11,0.235,19525.26254,0.237,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_11,6.0
19,42,0.311,6815.43694,0.313,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_42,4.0
20,92,0.069,9750.582414,0.071,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_92,9.0
21,61,0.263,25282.92146,0.265,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_61,8.0
22,52,0.245,17557.87179,0.247,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_52,5.0
23,1,0.229,31686.58988,0.231,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_1,2.0
24,33,0.073,21927.57625,0.075,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_33,4.0
25,83,0.219,13906.99854,0.227,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_83,7.0
26,71,0.335,19940.07136,0.341,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_71,0.0
27,93,0.117,10508.49106,0.119,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_93,3.0
28,12,0.243,16905.87793,0.245,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_12,9.0
29,22,0.195,20401.34655,0.199,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_22,6.0
30,2,0.191,10812.38697,0.193,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_2,1.0
31,43,0.075,18750.93311,0.081,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_43,2.0
32,23,0.285,7033.156033,0.287,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_23,5.0
33,84,0.177,13092.93955,0.181,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_84,8.0
34,34,0.253,15857.67093,0.255,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_34,7.0
35,13,0.303,10521.22297,0.305,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_13,0.0
36,94,0.231,15652.66338,0.239,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_94,1.0
37,53,0.257,21956.24693,0.261,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_53,5.0
38,35,0.271,8229.105741,0.273,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_35,2.0
39,44,0.211,13948.39092,0.213,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_44,3.0
40,24,0.203,15020.85285,0.207,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_24,4.0
41,62,0.099,34516.85999,0.113,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_62,9.0
42,72,0.195,29724.53518,0.197,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_72,2.0
43,95,0.235,12915.83455,0.239,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_95,4.0
44,14,0.275,18027.20892,0.277,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_14,1.0
45,85,0.319,20568.28286,0.323,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_85,4.0
46,36,0.239,13597.95491,0.241,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_36,7.0
47,3,0.263,29013.23182,0.265,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_3,0.0
48,54,0.253,18410.55585,0.255,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_54,6.0
49,63,0.189,12443.18778,0.191,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_63,3.0
50,37,0.265,3385.20964,0.267,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_37,1.0
51,45,0.227,16477.47535,0.231,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_45,5.0
52,86,0.235,6084.460035,0.237,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_86,7.0
53,96,0.189,12311.50471,0.191,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_96,1.0
54,25,0.241,19901.58154,0.247,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_25,0.0
55,73,0.055,16839.12657,0.069,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_73,9.0
56,15,0.259,18290.17457,0.261,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_15,5.0
57,64,0.089,11956.47887,0.095,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_64,7.0
58,55,0.287,14740.24093,0.289,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_55,0.0
59,38,0.197,15775.2253,0.199,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_38,2.0
60,97,0.203,13429.0177,0.205,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_97,7.0
61,39,0.267,3378.402962,0.269,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_39,1.0
62,4,0.247,22212.63595,0.255,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_4,4.0
63,87,0.171,17986.93545,0.173,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_87,3.0
64,74,0.265,11688.65345,0.275,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_74,1.0
65,46,0.219,19680.62056,0.221,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_46,1.0
66,26,0.195,13819.14866,0.197,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_26,7.0
67,56,0.315,10899.40723,0.319,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_56,4.0
68,16,0.241,12301.0277,0.243,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_16,9.0
69,27,0.293,8153.017347,0.295,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_27,4.0
70,65,0.143,17885.07436,0.147,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_65,4.0
71,47,0.185,11978.46135,0.187,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_47,2.0
72,88,0.249,15871.5414,0.253,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_88,6.0
73,98,0.239,20705.00923,0.243,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_98,6.0
74,5,0.215,18931.85868,0.219,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_5,1.0
75,57,0.207,16986.5614,0.209,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_57,1.0
76,17,0.253,17259.81047,0.257,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_17,7.0
77,48,0.307,10124.52934,0.313,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_48,4.0
78,75,0.219,23001.2767,0.221,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_75,7.0
79,28,0.339,18152.79736,0.341,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_28,0.0
80,99,0.315,10429.30747,0.317,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_99,9.0
81,6,0.223,13624.08152,0.225,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_6,4.0
82,18,0.069,12341.50591,0.073,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_18,3.0
83,76,0.219,12282.06809,0.221,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_76,3.0
84,58,0.185,15966.36133,0.191,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_58,9.0
85,66,0.169,28780.66614,0.171,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_66,6.0
86,77,0.017,3413.761187,0.019,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_77,2.0
87,49,0.307,16364.11992,0.309,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_49,4.0
88,29,0.255,13039.66755,0.257,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_29,1.0
89,7,0.183,9254.017758,0.185,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_7,9.0
90,89,0.213,27915.43337,0.219,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_89,1.0
91,59,0.179,7401.084314,0.181,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_59,5.0
92,67,0.303,9702.183774,0.305,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_67,4.0
93,19,0.257,14885.26356,0.259,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_19,4.0
94,78,0.173,12313.72509,0.175,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_78,9.0
95,8,0.077,12936.96785,0.081,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_8,5.0
96,9,0.215,10620.16665,0.217,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_9,9.0
97,68,0.245,16896.47873,0.247,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_68,3.0
98,79,0.243,16857.70139,0.247,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_79,7.0
99,69,0.291,13930.08056,0.293,mnist_relu_4_1024_fgsm_02.onnx,test,fgsm,image_69,0.0
100,40,0.265,3543.564883,0.267,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_40,1.0
101,81,0.279,11158.60955,0.281,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_81,0.0
102,0,0.257,13399.06431,0.259,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_0,5.0
103,90,0.307,13468.95821,0.311,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_90,6.0
104,60,0.283,16738.56337,0.289,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_60,4.0
105,20,0.331,17479.8633,0.341,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_20,4.0
106,10,0.231,18692.34275,0.233,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_10,3.0
107,50,0.223,19021.00877,0.225,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_50,3.0
108,91,0.271,7051.619833,0.273,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_91,7.0
109,1,0.285,11067.84379,0.287,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_1,0.0
110,30,0.201,25691.72787,0.203,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_30,3.0
111,51,0.353,14065.14153,0.359,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_51,0.0
112,82,0.295,22725.96731,0.301,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_82,2.0
113,92,0.247,13981.35564,0.249,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_92,4.0
114,70,0.161,35295.94864,0.163,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_70,1.0
115,11,0.211,17588.82112,0.213,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_11,5.0
116,41,0.329,33739.66812,0.335,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_41,8.0
117,21,0.285,21006.8348,0.293,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_21,0.0
118,61,0.259,24858.52073,0.265,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_61,4.0
119,2,0.195,18170.33462,0.209,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_2,4.0
120,83,0.273,9972.065722,0.275,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_83,6.0
121,12,0.235,10250.74603,0.241,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_12,3.0
122,22,0.089,8527.493088,0.093,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_22,9.0
123,71,0.235,18149.00278,0.237,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_71,7.0
124,52,0.247,21294.51984,0.249,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_52,7.0
125,31,0.331,31770.1388,0.333,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_31,8.0
126,13,0.265,11417.95142,0.275,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_13,6.0
127,93,0.263,24008.72463,0.265,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_93,6.0
128,42,0.183,21371.8406,0.185,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_42,7.0
129,3,0.229,17163.73576,0.233,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_3,1.0
130,84,0.207,17139.95972,0.209,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_84,7.0
131,62,0.223,20573.46981,0.227,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_62,6.0
132,23,0.237,17037.75729,0.239,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_23,1.0
133,43,0.255,13007.67544,0.257,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_43,9.0
134,85,0.219,13383.03406,0.221,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_85,8.0
135,53,0.135,20286.27555,0.137,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_53,4.0
136,4,0.159,16891.74693,0.163,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_4,9.0
137,24,0.171,13217.85531,0.173,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_24,1.0
138,32,0.243,19990.86709,0.245,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_32,6.0
139,94,0.303,19635.14396,0.305,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_94,8.0
140,44,0.207,6697.096369,0.209,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_44,3.0
141,55,0.283,11058.15201,0.285,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_55,8.0
142,25,0.189,10387.881,0.191,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_25,2.0
143,5,0.229,16380.34283,0.231,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_5,2.0
144,14,0.253,37192.6073,0.255,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_14,1.0
145,86,0.149,22607.64205,0.151,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_86,3.0
146,26,0.245,11948.82096,0.247,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_26,4.0
147,56,0.321,14345.77436,0.323,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_56,0.0
148,33,0.221,22993.12151,0.223,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_33,9.0
149,45,0.263,22654.10253,0.265,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_45,9.0
150,63,0.231,39122.59986,0.237,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_63,0.0
151,72,0.227,48411.79685,0.237,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_72,1.0
152,6,0.255,12788.46056,0.257,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_6,1.0
153,27,0.275,7204.61977,0.277,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_27,3.0
154,87,0.279,9747.207131,0.281,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_87,9.0
155,95,0.323,32849.99886,0.325,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_95,0.0
156,7,0.273,6926.641383,0.275,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_7,3.0
157,46,0.241,11859.21159,0.243,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_46,8.0
158,57,0.189,13555.15158,0.191,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_57,9.0
159,15,0.225,18838.25325,0.231,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_15,7.0
160,64,0.279,14015.18496,0.281,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_64,4.0
161,34,0.239,17489.08397,0.241,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_34,0.0
162,28,0.077,12637.95688,0.079,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_28,2.0
163,58,0.297,6855.144285,0.299,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_58,4.0
164,73,0.255,19936.73538,0.257,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_73,6.0
165,29,0.165,6691.985234,0.167,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_29,7.0
166,8,0.235,13630.40855,0.237,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_8,1.0
167,88,0.319,19629.69968,0.321,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_88,0.0
168,96,0.233,16133.04693,0.237,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_96,7.0
169,16,0.243,13836.92576,0.245,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_16,2.0
170,35,0.279,13473.97101,0.281,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_35,5.0
171,65,0.245,17821.19484,0.251,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_65,5.0
172,59,0.245,13236.99667,0.247,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_59,1.0
173,9,0.295,8854.092864,0.297,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_9,4.0
174,74,0.237,14354.99493,0.239,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_74,3.0
175,66,0.267,4777.535694,0.269,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_66,6.0
176,47,0.293,25931.90865,0.297,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_47,5.0
177,17,0.241,11655.77903,0.243,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_17,8.0
178,75,0.265,3394.527762,0.267,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_75,0.0
179,36,0.291,9962.015559,0.295,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_36,6.0
180,97,0.295,17063.14496,0.297,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_97,8.0
181,89,0.313,19715.03432,0.315,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_89,4.0
182,49,0.191,7948.38706,0.193,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_49,3.0
183,67,0.203,12131.39581,0.205,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_67,1.0
184,18,0.165,10786.70291,0.167,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_18,6.0
185,37,0.327,14007.37865,0.329,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_37,0.0
186,76,0.195,15908.20572,0.199,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_76,2.0
187,98,0.223,13542.02193,0.225,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_98,3.0
188,19,0.215,10624.34019,0.217,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_19,9.0
189,99,0.199,6925.459555,0.201,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_99,1.0
190,38,0.209,10058.32785,0.211,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_38,7.0
191,68,0.217,17296.76414,0.227,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_68,0.0
192,77,0.257,16100.7991,0.259,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_77,1.0
193,78,0.233,9860.440201,0.235,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_78,1.0
194,39,0.247,17781.36074,0.249,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_39,6.0
195,69,0.259,16852.78194,0.261,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_69,0.0
196,79,0.227,13780.9994,0.229,mnist_relu_4_1024_fgsm_02.onnx,train,fgsm,image_79,7.0
197,1,0.079,10648.49872,0.081,mnist_nn_standard.onnx,test,standard,image_1,2.0
198,2,0.013,20.01322603,0.015,mnist_nn_standard.onnx,test,standard,image_2,1.0
199,3,0.027,148.6562026,0.029,mnist_nn_standard.onnx,test,standard,image_3,0.0
200,4,0.023,3564.894239,0.025,mnist_nn_standard.onnx,test,standard,image_4,4.0
201,5,0.027,1189.458815,0.029,mnist_nn_standard.onnx,test,standard,image_5,1.0
202,6,0.019,11.19474053,0.021,mnist_nn_standard.onnx,test,standard,image_6,4.0
203,7,0.081,10582.01169,0.083,mnist_nn_standard.onnx,test,standard,image_7,9.0
204,8,0.021,57.74109745,0.023,mnist_nn_standard.onnx,test,standard,image_8,5.0
205,9,0.015,13.62255597,0.017,mnist_nn_standard.onnx,test,standard,image_9,9.0
206,10,0.053,7976.459807,0.057,mnist_nn_standard.onnx,test,standard,image_10,0.0
207,11,0.007,22.33352971,0.009,mnist_nn_standard.onnx,test,standard,image_11,6.0
208,12,0.053,4804.02308,0.055,mnist_nn_standard.onnx,test,standard,image_12,9.0
209,13,0.029,332.0034134,0.031,mnist_nn_standard.onnx,test,standard,image_13,0.0
210,14,0.021,3575.113227,0.023,mnist_nn_standard.onnx,test,standard,image_14,1.0
211,15,0.033,1156.331503,0.035,mnist_nn_standard.onnx,test,standard,image_15,5.0
212,17,0.029,670.4827077,0.031,mnist_nn_standard.onnx,test,standard,image_17,7.0
213,18,0.001,11.18387055,0.003,mnist_nn_standard.onnx,test,standard,image_18,3.0
214,19,0.009,13.89006114,0.011,mnist_nn_standard.onnx,test,standard,image_19,4.0
215,20,0.013,16.77591562,0.015,mnist_nn_standard.onnx,test,standard,image_20,9.0
216,21,0.057,7618.170198,0.061,mnist_nn_standard.onnx,test,standard,image_21,6.0
217,22,0.011,18.80577612,0.013,mnist_nn_standard.onnx,test,standard,image_22,6.0
218,23,0.029,110.0673177,0.031,mnist_nn_standard.onnx,test,standard,image_23,5.0
219,25,0.027,16.52089214,0.029,mnist_nn_standard.onnx,test,standard,image_25,0.0
220,27,0.087,6734.796924,0.089,mnist_nn_standard.onnx,test,standard,image_27,4.0
221,28,0.017,15.57196236,0.019,mnist_nn_standard.onnx,test,standard,image_28,0.0
222,31,0.007,10.9063468,0.009,mnist_nn_standard.onnx,test,standard,image_31,1.0
223,32,0.019,155.4864995,0.021,mnist_nn_standard.onnx,test,standard,image_32,3.0
224,33,0.003,11.67703438,0.005,mnist_nn_standard.onnx,test,standard,image_33,4.0
225,36,0.029,201.3914552,0.031,mnist_nn_standard.onnx,test,standard,image_36,7.0
226,37,0.023,3509.397719,0.025,mnist_nn_standard.onnx,test,standard,image_37,1.0
227,39,0.031,3537.676971,0.033,mnist_nn_standard.onnx,test,standard,image_39,1.0
228,40,0.021,35.25436258,0.023,mnist_nn_standard.onnx,test,standard,image_40,1.0
229,41,0.017,41.97997952,0.019,mnist_nn_standard.onnx,test,standard,image_41,7.0
230,42,0.013,17.90243816,0.015,mnist_nn_standard.onnx,test,standard,image_42,4.0
231,43,0.011,18.33598423,0.013,mnist_nn_standard.onnx,test,standard,image_43,2.0
232,45,0.021,21.04131627,0.023,mnist_nn_standard.onnx,test,standard,image_45,5.0
233,46,,10.69493055,0.001,mnist_nn_standard.onnx,test,standard,image_46,1.0
234,49,0.063,3542.974972,0.065,mnist_nn_standard.onnx,test,standard,image_49,4.0
235,50,0.033,7014.817483,0.035,mnist_nn_standard.onnx,test,standard,image_50,6.0
236,51,0.107,10614.05752,0.109,mnist_nn_standard.onnx,test,standard,image_51,3.0
237,52,0.027,16.19805145,0.029,mnist_nn_standard.onnx,test,standard,image_52,5.0
238,54,0.003,11.45445299,0.005,mnist_nn_standard.onnx,test,standard,image_54,6.0
239,55,0.009,11.27903557,0.011,mnist_nn_standard.onnx,test,standard,image_55,0.0
240,56,0.049,4491.965589,0.053,mnist_nn_standard.onnx,test,standard,image_56,4.0
241,57,0.021,173.1110425,0.023,mnist_nn_standard.onnx,test,standard,image_57,1.0
242,58,0.017,31.91025114,0.019,mnist_nn_standard.onnx,test,standard,image_58,9.0
243,59,0.023,93.87760186,0.025,mnist_nn_standard.onnx,test,standard,image_59,5.0
244,61,0.005,15.46330166,0.007,mnist_nn_standard.onnx,test,standard,image_61,8.0
245,62,0.019,177.0438833,0.021,mnist_nn_standard.onnx,test,standard,image_62,9.0
246,63,0.057,7066.366636,0.059,mnist_nn_standard.onnx,test,standard,image_63,3.0
247,64,0.005,16.02269077,0.007,mnist_nn_standard.onnx,test,standard,image_64,7.0
248,66,0.029,3483.348383,0.031,mnist_nn_standard.onnx,test,standard,image_66,6.0
249,67,0.021,45.97060251,0.023,mnist_nn_standard.onnx,test,standard,image_67,4.0
250,68,0.059,7261.18317,0.061,mnist_nn_standard.onnx,test,standard,image_68,3.0
251,69,0.055,7631.036674,0.059,mnist_nn_standard.onnx,test,standard,image_69,0.0
252,71,0.027,3567.048716,0.029,mnist_nn_standard.onnx,test,standard,image_71,0.0
253,72,0.021,40.36273289,0.023,mnist_nn_standard.onnx,test,standard,image_72,2.0
254,73,0.029,3443.138867,0.031,mnist_nn_standard.onnx,test,standard,image_73,9.0
255,74,0.071,6982.474741,0.073,mnist_nn_standard.onnx,test,standard,image_74,1.0
256,75,0.015,148.0448539,0.017,mnist_nn_standard.onnx,test,standard,image_75,7.0
257,77,0.027,153.068996,0.029,mnist_nn_standard.onnx,test,standard,image_77,2.0
258,78,0.027,31.46243572,0.029,mnist_nn_standard.onnx,test,standard,image_78,9.0
259,79,0.015,11.21362448,0.017,mnist_nn_standard.onnx,test,standard,image_79,7.0
260,81,0.033,3525.356192,0.035,mnist_nn_standard.onnx,test,standard,image_81,6.0
261,82,0.081,5065.360103,0.083,mnist_nn_standard.onnx,test,standard,image_82,2.0
